月份,办公楼施工面积_累计值,办公楼施工面积_累计增长,办公楼新开工施工面积_累计值,办公楼新开工施工面积_累计增长,办公楼竣工面积_累计值,办公楼竣工面积_累计增长,地区
201610,1559.2332,11.3,248.9769,-10.7,168.4675,133.8,四川省
201611,1572.2189,6.7,261.8061,-19.8,178.5873,136.8,四川省
201612,1584.6627,6.4,277.9983,-17.7,194.076,78.0,四川省
201701,0.0,0.0,0.0,0.0,0.0,0.0,四川省
201702,1296.7099,0.7,43.1627,-1.2,22.3896,-51.8,四川省
201703,1345.2012,-1.7,98.1046,23.9,40.0973,-44.0,四川省
201704,1353.1153,-2.0,115.7478,23.3,41.1955,-48.5,四川省
201705,1377.6085,-4.5,140.241,0.0,51.206,-47.8,四川省
201706,1427.979,-2.8,192.3201,14.3,53.9611,-47.7,四川省
201707,1450.956,-4.0,217.3531,6.3,54.0468,-48.7,四川省
201708,1397.3412,-8.3,221.1818,4.2,54.0958,-49.4,四川省
201709,1420.516,-8.1,244.4441,3.5,76.6631,-50.7,四川省
201710,1428.1149,-8.4,254.0755,2.0,82.7061,-50.9,四川省
201711,1455.6519,-7.4,282.0365,7.7,100.2781,-43.8,四川省
201712,1487.5672,-6.1,315.0872,13.3,171.1837,-11.8,四川省
201801,0.0,0.0,0.0,0.0,0.0,0.0,四川省
201802,1182.2388,-8.8,31.0674,-28.0,22.3744,-0.1,四川省
201803,1286.3795,-4.4,115.3816,17.6,33.8396,-15.6,四川省
201804,1329.2934,-1.8,158.2955,36.8,48.5234,17.8,四川省
201805,1357.947,-1.4,180.3804,28.6,57.9836,13.2,四川省
201806,1399.3012,-2.0,221.7346,15.3,76.2357,41.3,四川省
201807,1428.0592,-1.6,250.1965,15.1,76.2357,41.1,四川省
201808,1476.9358,5.7,296.878,34.2,78.8606,45.8,四川省
201809,1514.0759,6.6,334.0181,36.6,85.7194,11.8,四川省
201810,1568.4977,9.8,397.1183,56.3,90.9814,10.0,四川省
201811,1649.1208,13.3,463.4112,64.3,91.0614,-9.2,四川省
201812,1689.4026,13.6,513.742,63.0,165.8939,-3.1,四川省
200801,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
200802,69.12,-8.9,5.76,193.0,1.85,-21.5,贵州省
200803,85.14,-13.7,6.4,107.2,3.46,47.2,贵州省
200804,91.62,-9.2,8.84,79.4,4.22,13.1,贵州省
200805,98.72,-4.5,8.93,56.8,4.34,13.1,贵州省
200806,103.38,-4.4,13.46,136.5,4.94,19.9,贵州省
200807,103.94,-8.2,14.03,109.0,5.0,-13.4,贵州省
200808,105.84,-9.4,14.42,71.0,7.09,22.7,贵州省
200809,105.13,-10.6,15.62,77.1,7.09,22.3,贵州省
200810,108.74,-8.3,18.59,103.0,7.17,23.6,贵州省
200811,110.39,-7.9,20.05,92.6,7.37,24.1,贵州省
200812,111.85,-15.4,21.12,39.5,9.32,-43.3,贵州省
200901,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
200902,55.24,-20.1,7.26,26.0,3.97,115.1,贵州省
200903,83.04,-2.5,8.99,40.6,10.81,212.4,贵州省
200904,85.35,-6.8,10.33,16.9,11.16,164.2,贵州省
200905,104.86,6.2,13.36,49.6,11.16,157.0,贵州省
200906,106.01,2.5,13.89,3.2,12.22,147.2,贵州省
200907,104.34,0.4,13.89,-0.9,14.09,181.5,贵州省
200908,110.94,4.8,16.16,12.0,14.09,98.7,贵州省
200909,117.58,11.8,16.25,4.0,14.21,100.4,贵州省
200910,119.23,9.6,17.6,-5.3,15.17,111.8,贵州省
200911,120.63,9.3,24.86,24.0,15.56,111.1,贵州省
200912,124.07,10.5,26.81,14.0,19.01,86.8,贵州省
201001,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
201002,86.66,56.9,6.46,-11.1,1.75,-55.9,贵州省
201003,111.6,34.4,14.89,65.6,5.77,-46.6,贵州省
201004,121.82,42.7,16.37,58.4,5.9,-47.1,贵州省
201005,125.64,19.8,16.94,26.8,6.22,-44.3,贵州省
201006,127.17,20.0,18.37,32.2,6.44,-47.3,贵州省
201007,127.61,22.3,18.69,34.6,6.44,-54.3,贵州省
201008,130.17,17.3,21.22,31.3,7.14,-49.3,贵州省
201009,139.83,18.9,22.48,38.3,7.99,-43.8,贵州省
201010,140.1233,17.5,23.7233,34.8,9.582,-36.9,贵州省
201011,145.777,20.8,29.4129,18.3,10.008,-35.7,贵州省
201012,149.3231,20.5,29.2221,5.2,18.3596,0.1,贵州省
201101,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
201102,133.2332,53.7,1.3227,-79.5,2.408,37.6,贵州省
201103,143.3351,28.4,3.6001,-75.8,5.4923,-4.9,贵州省
201104,143.3912,17.7,6.0542,-63.0,5.743,-2.7,贵州省
201105,145.0793,15.5,7.2282,-57.3,5.839,-6.1,贵州省
201106,145.8628,14.7,7.7697,-57.7,6.1409,-4.7,贵州省
201107,149.7211,17.3,9.845,-47.3,16.1651,150.9,贵州省
201108,151.9453,16.7,10.7011,-49.6,17.2371,141.5,贵州省
201109,172.5816,23.4,19.9318,-11.3,17.2371,115.7,贵州省
201110,173.6251,23.9,20.0048,-15.7,17.286,80.4,贵州省
201111,173.9636,19.3,20.074,-31.8,17.3971,73.8,贵州省
201112,171.872,15.1,20.0815,-31.3,31.7656,73.0,贵州省
201201,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
201202,97.4501,-26.9,2.7383,107.0,3.6404,51.2,贵州省
201203,108.1119,-24.6,12.9844,260.7,5.49,0.0,贵州省
201204,114.6073,-20.1,14.9481,146.9,6.9688,21.3,贵州省
201205,127.2174,-12.3,18.7018,158.7,7.3827,26.4,贵州省
201206,175.5723,20.4,65.6403,0.0,7.3827,20.2,贵州省
201207,215.127,43.7,104.768,0.0,7.5109,-53.5,贵州省
201208,261.2875,72.0,141.3006,0.0,7.5109,-56.4,贵州省
201209,285.696,65.5,165.6941,0.0,7.5109,-56.4,贵州省
201210,287.3013,65.5,167.5195,0.0,7.5109,-56.5,贵州省
201211,297.937,71.3,175.1179,0.0,10.6041,-39.0,贵州省
201212,300.4955,84.6,176.2364,0.0,16.1648,-46.9,贵州省
201301,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
201302,296.2859,204.0,8.5895,213.7,1.0709,-70.6,贵州省
201303,310.2423,187.0,17.6613,36.0,2.4917,-54.6,贵州省
201304,371.891,224.5,62.4592,317.8,2.4917,-64.2,贵州省
201305,394.7195,210.3,81.0135,333.2,9.5954,30.0,贵州省
201306,416.0019,136.9,96.7085,47.3,12.9856,75.9,贵州省
201307,435.7189,102.5,115.2281,10.0,12.9856,72.9,贵州省
201308,444.6252,70.2,121.3515,-14.1,15.032,100.1,贵州省
201309,456.943,59.9,130.4914,-21.2,15.1344,101.5,贵州省
201310,462.7791,61.1,135.6166,-19.0,16.0266,113.4,贵州省
201311,487.6184,63.7,158.1714,-9.7,16.1652,52.4,贵州省
201312,502.1286,67.1,171.3325,-2.8,29.9955,85.6,贵州省
201401,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
201402,506.2489,70.9,46.6691,443.3,7.5008,0.0,贵州省
201403,523.8611,68.9,65.8485,272.8,8.0825,224.4,贵州省
201404,547.0376,47.1,84.434,35.2,9.5538,283.4,贵州省
201405,574.2952,45.5,98.2077,21.2,30.7385,220.3,贵州省
201406,623.8874,50.0,118.3344,22.4,33.3928,157.2,贵州省
201407,656.9216,50.8,140.5307,22.0,33.3928,157.2,贵州省
201408,674.5128,51.7,156.3405,28.8,33.4932,122.8,贵州省
201409,692.1259,51.5,160.522,23.0,33.4932,121.3,贵州省
201410,706.5523,52.7,175.4773,29.4,33.5256,109.2,贵州省
201411,721.0943,47.9,186.5084,17.9,42.547,163.2,贵州省
201412,722.1538,43.8,187.7993,9.6,73.6888,145.7,贵州省
201501,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
201502,662.0694,30.8,24.5664,-47.4,2.7272,-63.6,贵州省
201503,692.0254,32.1,52.9081,-19.7,3.8286,-52.6,贵州省
201504,699.443,27.9,60.3182,-28.6,3.9394,-58.8,贵州省
201505,716.3472,24.7,71.7462,-26.9,3.9886,-87.0,贵州省
201506,731.161,17.2,77.7259,-34.3,11.328,-66.1,贵州省
201507,727.45,10.7,84.8137,-39.6,11.328,-66.1,贵州省
201508,733.2558,8.7,86.4584,-44.7,11.39,-66.0,贵州省
201509,764.8648,10.5,121.8726,-24.1,49.3849,47.4,贵州省
201510,834.8828,18.2,192.0677,9.5,56.696,69.1,贵州省
201511,847.8148,17.6,204.9904,9.9,61.9965,45.7,贵州省
201512,850.3492,17.8,206.7741,10.1,81.8644,11.1,贵州省
201601,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
201602,738.3296,11.5,6.0201,-75.5,5.894,116.1,贵州省
201603,747.3342,8.0,13.6719,-74.2,8.2058,114.3,贵州省
201604,750.2444,7.3,16.1225,-73.3,8.2058,108.3,贵州省
201605,755.8384,5.5,21.3965,-70.2,16.4254,311.8,贵州省
201606,768.8082,5.1,34.4113,-55.7,16.8168,48.5,贵州省
201607,776.4548,6.7,41.763,-50.8,30.2573,167.1,贵州省
201608,781.5432,6.6,47.1914,-45.4,30.3155,166.2,贵州省
201609,793.7117,3.8,59.1658,-51.5,30.5655,-38.1,贵州省
201610,812.7568,-2.7,78.3366,-59.2,62.3505,10.0,贵州省
201611,813.6165,-4.0,79.1963,-61.4,62.5793,0.9,贵州省
201612,812.791,-4.4,81.0571,-60.8,113.7483,38.9,贵州省
201701,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
201702,693.3766,-6.1,15.6801,160.5,2.3278,-60.5,贵州省
201703,694.8022,-7.0,21.3587,56.2,2.9401,-64.2,贵州省
201704,695.6174,-7.3,22.1739,37.5,6.7335,-17.9,贵州省
201705,704.162,-6.8,26.0292,21.7,9.4313,-42.6,贵州省
201706,707.0088,-8.0,28.8701,-16.1,9.6919,-42.4,贵州省
201707,708.2042,-8.8,30.3596,-27.3,15.3732,-49.2,贵州省
201708,714.0484,-8.6,36.7235,-22.2,18.2623,-39.8,贵州省
201709,729.8392,-8.0,52.5143,-11.2,15.5645,-49.1,贵州省
201710,737.8833,-9.2,60.5584,-22.7,24.4149,-60.8,贵州省
201711,748.7729,-8.0,72.9875,-7.8,29.7118,-52.5,贵州省
201712,752.5039,-7.4,76.1926,-6.0,29.7698,-73.8,贵州省
201801,0.0,0.0,0.0,0.0,0.0,0.0,贵州省
201802,638.1073,-8.0,2.4484,-84.4,5.6433,142.4,贵州省
201803,646.9335,-6.9,5.7976,-72.9,5.6433,91.9,贵州省
201804,647.841,-6.9,6.2784,-71.7,10.2424,52.1,贵州省
201805,654.7883,-7.0,13.2257,-49.2,10.2424,8.6,贵州省
201806,677.7395,-4.1,23.5614,-18.4,10.2971,6.2,贵州省
201807,692.7346,-2.2,39.0577,28.7,10.3418,-32.7,贵州省
201808,693.4191,-2.9,39.7422,8.2,10.3418,-43.4,贵州省
201809,713.1844,-2.3,59.4974,13.3,13.4312,-13.7,贵州省
201810,720.3027,-2.4,66.5879,10.0,13.4312,-45.0,贵州省
201811,741.7999,-0.9,88.781,21.6,34.8119,17.2,贵州省
201812,747.8533,-0.6,97.7818,28.3,34.8372,17.0,贵州省
200801,0.0,0.0,0.0,0.0,0.0,0.0,云南省
200802,36.77,43.4,1.5,12.3,1.19,0.0,云南省
200803,51.55,81.2,9.15,286.8,0.39,-33.5,云南省
200804,57.86,94.0,19.51,366.3,0.7,-49.6,云南省
200805,59.55,93.7,20.11,380.7,0.7,-49.6,云南省
200806,67.01,86.4,22.94,164.2,1.7,-26.6,云南省
200807,66.03,52.0,23.09,151.5,2.08,-24.9,云南省
200808,67.99,64.1,24.69,221.2,2.47,-11.0,云南省
200809,77.63,84.9,30.48,160.8,3.25,-42.9,云南省
200810,78.38,74.4,30.86,93.9,4.88,33.8,云南省
200811,79.39,54.1,32.0,94.9,5.38,26.1,云南省
200812,85.44,81.2,38.86,171.5,16.98,23.1,云南省
200901,0.0,0.0,0.0,0.0,0.0,0.0,云南省
200902,90.74,146.8,5.02,235.1,4.23,256.4,云南省
200903,65.21,26.5,25.08,174.1,10.61,0.0,云南省
200904,74.31,28.4,33.51,71.8,12.06,0.0,云南省
200905,79.97,34.3,34.52,71.7,13.6,0.0,云南省
200906,88.33,31.8,40.38,76.0,14.17,0.0,云南省
200907,82.08,24.3,36.54,58.3,13.66,0.0,云南省
200908,86.39,27.1,36.75,48.8,15.38,0.0,云南省
200909,91.91,18.4,36.9,21.1,18.09,456.1,云南省
200910,87.56,11.7,33.46,8.4,19.27,294.9,云南省
200911,108.21,36.3,48.38,51.2,24.57,356.7,云南省
200912,105.08,22.9,45.7,17.5,34.35,102.3,云南省
201001,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201002,64.89,-30.3,1.69,-66.3,0.49,-88.5,云南省
201003,77.06,18.2,2.17,-91.3,9.25,-12.8,云南省
201004,90.35,21.6,19.43,-42.0,9.4,-22.0,云南省
201005,90.35,13.0,19.43,-43.7,9.4,-30.8,云南省
201006,103.91,17.6,25.04,-38.0,9.62,-32.1,云南省
201007,110.64,34.8,27.68,-24.2,9.96,-27.0,云南省
201008,117.62,36.2,30.6,-16.7,9.96,-35.2,云南省
201009,119.47,30.0,35.99,-2.5,10.34,-42.8,云南省
201010,132.086,50.9,44.7542,33.7,11.3423,-41.1,云南省
201011,138.9791,28.4,48.4148,0.1,12.023,-51.1,云南省
201012,154.7721,47.3,55.8737,22.3,16.7251,-51.3,云南省
201101,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201102,82.6068,27.3,4.6905,177.6,0.1303,-73.2,云南省
201103,111.2354,44.4,7.7579,257.3,0.8849,-90.4,云南省
201104,145.3874,60.9,35.6955,83.8,0.8849,-90.6,云南省
201105,160.2312,77.3,50.4639,159.8,0.8849,-90.6,云南省
201106,200.1243,92.6,58.411,133.2,0.8849,-90.8,云南省
201107,209.7265,89.5,80.3658,190.3,17.3849,74.5,云南省
201108,232.5699,97.7,87.7773,186.9,17.5715,76.4,云南省
201109,238.3135,99.5,109.0811,203.0,17.5715,69.9,云南省
201110,247.356,87.3,117.734,163.1,25.1459,121.7,云南省
201111,283.7767,104.2,151.5636,213.1,25.1459,109.1,云南省
201112,319.6637,106.5,173.4199,210.4,26.941,61.1,云南省
201201,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201202,292.8479,254.5,20.4114,335.2,4.5611,0.0,云南省
201203,273.3128,145.7,65.5592,0.0,8.1532,0.0,云南省
201204,292.4909,101.2,92.7191,159.8,13.6862,0.0,云南省
201205,325.4866,103.1,103.562,105.2,21.6963,0.0,云南省
201206,365.1939,82.5,140.4238,140.4,22.9226,0.0,云南省
201207,371.4833,77.1,165.6516,106.1,24.3747,40.2,云南省
201208,399.9444,72.0,190.2053,116.7,28.2356,60.7,云南省
201209,403.036,69.1,192.5475,76.5,28.2356,60.7,云南省
201210,420.7284,70.1,207.5438,76.3,30.4451,21.1,云南省
201211,428.3694,51.0,218.0832,43.9,33.8742,34.7,云南省
201212,427.1603,40.3,222.3653,43.7,26.5432,-4.0,云南省
201301,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201302,400.9693,36.9,51.6616,153.1,5.4232,18.9,云南省
201303,436.3194,59.6,59.5898,-9.1,8.8477,8.5,云南省
201304,461.9409,57.9,89.1397,-3.9,10.2567,-25.1,云南省
201305,477.1293,46.6,98.8801,-4.5,18.9454,-12.7,云南省
201306,488.7411,33.8,104.7078,-25.4,17.3243,-24.4,云南省
201307,501.6512,35.0,112.4038,-32.1,20.178,-17.2,云南省
201308,506.998,26.8,115.6417,-39.2,20.233,-28.3,云南省
201309,496.8501,23.3,126.9346,-34.1,22.9123,-18.9,云南省
201310,514.2488,22.2,145.9735,-29.7,22.9123,-24.7,云南省
201311,512.4863,19.6,167.4236,-23.2,29.7129,-12.3,云南省
201312,557.9545,30.6,171.3344,-22.9,41.2362,55.4,云南省
201401,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201402,473.1142,18.0,18.1803,-64.8,2.8496,-47.5,云南省
201403,558.9822,28.1,70.0051,17.5,18.0512,104.0,云南省
201404,585.7252,26.8,87.6275,-1.7,18.0512,76.0,云南省
201405,593.7615,24.4,95.2841,-3.6,18.0748,-4.6,云南省
201406,615.9294,26.0,110.7916,5.8,29.3811,69.6,云南省
201407,628.753,25.3,123.9844,10.3,29.8098,47.7,云南省
201408,642.9783,26.8,126.5058,9.4,29.9519,48.0,云南省
201409,651.0964,31.0,134.6475,6.1,31.332,36.7,云南省
201410,671.4148,30.6,154.2139,5.6,32.2072,40.6,云南省
201411,699.2391,36.4,175.9708,5.1,34.0741,14.7,云南省
201412,735.8272,31.9,183.8635,7.3,37.3003,-9.5,云南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201502,609.0271,28.7,10.0881,-44.5,7.211,153.1,云南省
201503,607.9553,8.8,12.2838,-82.5,19.1405,6.0,云南省
201504,615.1582,5.0,23.0209,-73.7,19.7198,9.2,云南省
201505,633.8404,6.7,32.4734,-65.9,24.5339,35.7,云南省
201506,667.1253,8.3,41.2745,-62.7,29.5543,0.6,云南省
201507,669.9371,6.6,42.6809,-65.6,29.9537,0.5,云南省
201508,661.4245,2.9,43.5223,-65.6,30.1892,0.8,云南省
201509,698.1417,7.2,60.229,-55.3,34.3895,9.8,云南省
201510,722.8724,7.7,70.0259,-54.6,46.4987,44.4,云南省
201511,743.4922,6.3,81.5781,-53.6,46.887,37.6,云南省
201512,770.8031,4.8,86.4456,-53.0,47.7124,27.9,云南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201602,596.2066,-2.1,4.182,-58.5,23.2433,222.3,云南省
201603,608.7531,0.1,19.5328,59.0,27.4964,43.7,云南省
201604,660.536,7.4,58.2619,153.1,33.127,68.0,云南省
201605,667.9095,5.4,62.7437,93.2,37.4107,52.5,云南省
201606,669.1932,0.3,64.0684,55.2,37.3299,26.3,云南省
201607,696.6439,4.0,91.877,115.3,18.4554,-38.4,云南省
201608,723.3858,9.4,103.6314,138.1,19.8049,-34.4,云南省
201609,724.744,3.8,105.1259,74.5,20.3489,-40.8,云南省
201610,745.28,3.1,125.7115,79.5,20.3518,-56.2,云南省
201611,764.91,2.9,146.565,79.7,20.6507,-56.0,云南省
201612,763.0056,-1.0,144.4024,67.0,23.0429,-51.7,云南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201702,733.9315,23.1,6.3324,51.4,2.3608,-89.8,云南省
201703,753.8702,23.8,25.0513,28.3,11.1471,-59.5,云南省
201704,741.9291,12.3,27.0907,-53.5,30.8256,-6.9,云南省
201705,746.9782,11.8,27.9435,-55.5,31.6293,-15.5,云南省
201706,770.0906,15.1,53.5385,-16.4,34.0782,-8.7,云南省
201707,793.731,13.9,57.293,-37.6,46.9555,154.4,云南省
201708,798.6363,10.4,57.5247,-44.5,46.2698,133.6,云南省
201709,803.4827,10.9,64.9775,-38.2,52.5249,158.1,云南省
201710,809.0297,8.6,70.3938,-44.0,55.2223,171.3,云南省
201711,815.4773,6.6,79.6641,-45.6,57.0458,176.2,云南省
201712,840.3647,10.1,104.3827,-27.7,58.5674,154.2,云南省
201801,0.0,0.0,0.0,0.0,0.0,0.0,云南省
201802,678.8635,-7.5,4.9677,-21.6,5.2469,122.3,云南省
201803,676.1662,-10.3,7.12,-71.6,7.8369,-29.7,云南省
201804,671.3345,-9.5,10.426,-61.5,7.9538,-74.2,云南省
201805,674.0397,-9.8,13.2039,-52.7,8.1264,-74.3,云南省
201806,692.9224,-10.0,31.5034,-41.2,8.1741,-76.0,云南省
201807,696.8106,-12.2,37.7499,-34.1,10.6242,-77.4,云南省
201808,698.4198,-12.5,39.3591,-31.6,10.6242,-77.0,云南省
201809,734.2439,-8.6,45.3655,-30.2,11.9341,-77.3,云南省
201810,754.8057,-6.7,65.9273,-6.3,11.8065,-78.6,云南省
201811,770.5824,-5.5,83.3005,4.6,16.1674,-71.7,云南省
201812,781.723,-7.0,91.5231,-12.3,16.3688,-72.1,云南省
200801,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200802,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200803,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200804,0.04,0.0,0.04,0.0,0.0,0.0,西藏自治区
200805,0.34,0.0,0.04,0.0,0.0,0.0,西藏自治区
200806,0.34,0.0,0.04,0.0,0.0,0.0,西藏自治区
200807,1.16,45.1,0.05,0.0,0.0,0.0,西藏自治区
200808,1.16,45.1,0.05,0.0,0.0,0.0,西藏自治区
200809,1.3,62.2,0.05,0.0,0.14,0.0,西藏自治区
200810,1.3,62.2,0.05,0.0,0.14,0.0,西藏自治区
200811,1.3,62.2,0.05,0.0,0.14,0.0,西藏自治区
200812,1.3,0.0,0.05,-67.1,0.14,0.0,西藏自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200902,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200903,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
200904,0.23,403.6,0.0,0.0,0.0,0.0,西藏自治区
200905,6.54,0.0,0.0,0.0,0.0,0.0,西藏自治区
200906,6.54,0.0,0.0,0.0,0.3,0.0,西藏自治区
200907,1.47,26.9,0.0,0.0,0.0,0.0,西藏自治区
200908,6.92,495.7,0.0,0.0,0.0,0.0,西藏自治区
200909,6.92,432.9,0.0,0.0,0.83,0.0,西藏自治区
200910,6.92,432.9,0.0,0.0,1.05,0.0,西藏自治区
200911,6.92,432.9,0.0,0.0,1.05,0.0,西藏自治区
200912,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201002,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201003,0.42,0.0,0.0,0.0,0.0,0.0,西藏自治区
201004,0.42,85.3,0.0,0.0,0.0,0.0,西藏自治区
201005,0.42,-93.6,0.0,0.0,0.0,0.0,西藏自治区
201006,0.74,-88.7,0.0,0.0,0.0,0.0,西藏自治区
201007,0.74,-49.8,0.0,0.0,0.0,0.0,西藏自治区
201008,0.74,-89.3,0.0,0.0,0.0,0.0,西藏自治区
201009,0.74,-89.3,0.0,0.0,0.0,0.0,西藏自治区
201010,0.74,-89.3,0.0,0.0,0.0,0.0,西藏自治区
201011,0.74,-89.3,0.0,0.0,0.0,0.0,西藏自治区
201012,0.74,-89.3,0.0,0.0,0.0,0.0,西藏自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201102,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201103,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201104,0.2022,-51.9,0.0,0.0,0.2022,0.0,西藏自治区
201105,0.6522,55.3,0.0,0.0,0.2022,0.0,西藏自治区
201106,0.7623,3.0,0.0,0.0,0.2022,0.0,西藏自治区
201107,0.7623,3.0,0.0,0.0,0.2022,0.0,西藏自治区
201108,0.7623,3.0,0.0,0.0,0.2022,0.0,西藏自治区
201109,0.7623,3.0,0.0,0.0,0.2022,0.0,西藏自治区
201110,0.7623,3.0,0.0,0.0,0.2022,0.0,西藏自治区
201111,0.7623,3.0,0.0,0.0,0.2022,0.0,西藏自治区
201112,0.7623,-41.9,0.0,0.0,0.2022,0.0,西藏自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201202,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201203,0.1101,0.0,0.0,0.0,0.1101,0.0,西藏自治区
201204,0.4566,125.8,0.3465,0.0,0.1101,-45.5,西藏自治区
201205,0.4702,-27.9,0.3601,0.0,0.1101,-45.5,西藏自治区
201206,0.4702,-38.3,0.3601,0.0,0.1101,-45.5,西藏自治区
201207,0.4702,-38.3,0.3601,0.0,0.1101,-45.5,西藏自治区
201208,0.4702,-38.3,0.3601,0.0,0.1101,-45.5,西藏自治区
201209,0.4702,-38.3,0.3601,0.0,0.1101,-45.5,西藏自治区
201210,0.4702,-38.3,0.3601,0.0,0.1101,-45.5,西藏自治区
201211,0.4702,-38.3,0.3601,0.0,0.1101,-45.5,西藏自治区
201212,1.6789,120.2,1.5688,0.0,0.1101,-45.5,西藏自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201302,1.5688,0.0,0.0,0.0,0.0,0.0,西藏自治区
201303,1.5552,0.0,0.0,0.0,0.0,0.0,西藏自治区
201304,1.5552,240.6,0.0,0.0,0.0,0.0,西藏自治区
201305,1.5552,230.8,0.0,0.0,0.0,0.0,西藏自治区
201306,1.5552,230.8,0.0,0.0,0.0,0.0,西藏自治区
201307,1.5552,230.8,0.0,0.0,0.0,0.0,西藏自治区
201308,1.5552,230.8,0.0,0.0,0.0,0.0,西藏自治区
201309,1.5552,230.8,0.0,0.0,0.0,0.0,西藏自治区
201310,1.5552,230.8,0.0,0.0,0.0,0.0,西藏自治区
201311,1.5552,230.8,0.0,0.0,0.0,0.0,西藏自治区
201312,1.5552,-7.4,0.0,0.0,0.0,0.0,西藏自治区
201401,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201402,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201403,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201404,0.6242,-59.9,0.6242,0.0,0.0,0.0,西藏自治区
201405,0.6242,-59.9,0.6242,0.0,0.0,0.0,西藏自治区
201406,11.0571,0.0,5.8748,0.0,5.1823,0.0,西藏自治区
201407,11.0571,0.0,5.8748,0.0,5.1823,0.0,西藏自治区
201408,15.1132,0.0,9.9309,0.0,5.1823,0.0,西藏自治区
201409,15.1132,0.0,9.9309,0.0,5.1823,0.0,西藏自治区
201410,17.5132,0.0,10.0919,0.0,6.0433,0.0,西藏自治区
201411,17.5132,0.0,10.0919,0.0,6.0433,0.0,西藏自治区
201412,17.5132,0.0,10.0919,0.0,6.7821,0.0,西藏自治区
201501,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201502,10.1069,0.0,0.0,0.0,0.0,0.0,西藏自治区
201503,11.6729,0.0,1.566,0.0,0.0,0.0,西藏自治区
201504,18.3047,0.0,2.3048,269.2,0.0,0.0,西藏自治区
201505,18.3047,0.0,2.3048,269.2,0.0,0.0,西藏自治区
201506,18.3047,65.5,2.3048,-60.8,0.0,0.0,西藏自治区
201507,18.3047,65.5,2.3048,-60.8,4.0561,-21.7,西藏自治区
201508,18.4677,22.2,2.4678,-75.2,4.0561,-21.7,西藏自治区
201509,18.4677,22.2,2.4678,-75.2,4.0561,-21.7,西藏自治区
201510,18.4677,5.5,2.4678,-75.5,4.0561,-32.9,西藏自治区
201511,20.8115,18.8,4.8116,-52.3,4.0561,-32.9,西藏自治区
201512,20.8115,18.8,4.8116,-52.3,4.0561,-40.2,西藏自治区
201601,0.0,0.0,0.0,0.0,0.0,0.0,西藏自治区
201602,14.1974,40.5,0.0,0.0,0.0,0.0,西藏自治区
201603,14.1974,21.6,0.0,0.0,0.0,0.0,西藏自治区
201604,14.1974,-22.4,0.0,0.0,0.0,0.0,西藏自治区
201605,14.4267,-21.2,0.0,0.0,0.0,0.0,西藏自治区
201606,15.6994,-14.2,1.502,-34.8,0.0,0.0,西藏自治区
201607,15.6994,-14.2,1.502,-34.8,0.0,0.0,西藏自治区
201608,15.6994,-15.0,1.502,-39.1,0.0,0.0,西藏自治区
201609,15.6994,-15.0,1.502,-39.1,0.0,0.0,西藏自治区
201610,15.6994,-15.0,1.502,-39.1,5.893,45.3,西藏自治区
201611,15.8533,-23.8,1.6559,-65.6,6.0469,49.1,西藏自治区
201612,15.8533,-23.8,1.6559,-65.6,6.0469,49.1,西藏自治区
