月份,商品住宅施工面积_累计值,商品住宅施工面积_累计增长,商品住宅新开工施工面积_累计值,商品住宅新开工施工面积_累计增长,商品住宅竣工面积_累计值,商品住宅竣工面积_累计增长,地区
201506,16788.2163,6.8,1997.9915,-28.6,769.0045,-20.6,湖北省
201507,17341.4231,6.5,2400.5242,-26.3,961.7214,-12.5,湖北省
201508,17909.9655,6.1,2862.0337,-23.0,1102.2073,-8.2,湖北省
201509,18906.8131,8.6,3523.0844,-13.5,1371.5253,-3.5,湖北省
201510,19571.0781,8.1,4047.9562,-12.6,1540.9194,-0.5,湖北省
201511,20084.9042,6.9,4518.6147,-13.2,1680.7987,-6.4,湖北省
201512,20906.6497,6.6,5120.3663,-12.0,2193.4408,-22.0,湖北省
201601,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201602,17640.3773,19.9,453.7661,14.5,370.5211,117.8,湖北省
201603,17979.4991,17.1,740.1979,-1.1,521.5929,23.9,湖北省
201604,18468.1682,18.0,1304.7436,17.9,625.1714,22.4,湖北省
201605,18921.5662,17.5,1727.629,17.3,771.7724,24.8,湖北省
201606,19117.3644,13.9,2178.8076,9.0,965.692,25.6,湖北省
201607,19570.6708,12.9,2663.5764,11.0,1192.6676,24.0,湖北省
201608,19907.5613,11.2,3002.2541,4.9,1352.4942,22.7,湖北省
201609,20370.9808,7.7,3451.6335,-2.0,1556.8641,13.5,湖北省
201610,20813.2928,6.3,3885.9795,-4.0,1697.0872,10.1,湖北省
201611,21251.6434,5.8,4326.0189,-4.3,1883.1074,12.0,湖北省
201612,21803.0093,4.3,4946.6988,-3.4,2348.3782,7.1,湖北省
201701,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201702,17394.1584,-1.4,682.306,50.4,408.4844,10.2,湖北省
201703,17781.4915,-1.1,1090.1934,47.3,591.569,13.4,湖北省
201704,18456.8031,-0.1,1759.7221,34.9,746.7662,19.4,湖北省
201705,19010.7737,0.5,2301.088,33.2,895.0274,16.0,湖北省
201706,19753.6796,3.3,3103.4001,42.4,1296.4292,34.2,湖北省
201707,20209.3272,3.3,3547.4849,33.2,1501.8519,25.9,湖北省
201708,20593.9026,3.4,3922.1908,30.6,1629.6514,20.5,湖北省
201709,21036.2381,3.3,4361.4256,26.4,1759.3315,13.0,湖北省
201710,21427.9757,3.0,4752.3298,22.3,1929.2779,13.7,湖北省
201711,22002.1111,3.5,5325.7803,23.1,2070.3749,9.9,湖北省
201712,22479.7869,3.1,5961.7932,20.5,2433.7246,3.6,湖北省
201801,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201802,18037.7206,3.7,712.3137,4.4,452.3943,10.7,湖北省
201803,18209.9341,2.4,1303.5869,19.6,721.1088,21.9,湖北省
201804,18604.6283,0.8,1739.2003,-1.2,822.075,10.1,湖北省
201805,19117.1641,0.6,2244.7132,-2.4,946.7254,5.8,湖北省
201806,19825.3755,0.4,3008.2211,-3.1,1163.0335,-10.3,湖北省
201807,20355.9047,0.7,3535.8253,-0.3,1261.8708,-16.0,湖北省
201808,20892.2882,1.4,4072.4806,3.8,1353.4305,-16.9,湖北省
201809,21525.9144,2.3,4704.4297,7.9,1425.1797,-19.0,湖北省
201810,22123.9321,3.2,5275.461,11.0,1540.5577,-20.1,湖北省
201811,22902.3312,4.1,6043.1937,13.5,1685.8043,-18.6,湖北省
201812,23397.4662,4.1,6698.6518,12.4,2091.6859,-14.1,湖北省
200801,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
200802,3190.37,42.5,417.04,-14.4,110.14,104.4,湖南省
200803,4337.78,32.0,817.11,15.4,281.46,41.5,湖南省
200804,5131.48,38.5,1249.3,31.9,399.63,50.7,湖南省
200805,5741.59,41.5,1601.16,48.3,505.98,32.8,湖南省
200806,6177.82,38.8,1957.88,41.8,633.02,26.3,湖南省
200807,6552.02,37.4,2191.33,34.5,760.74,32.6,湖南省
200808,6847.47,39.8,2398.28,36.3,857.73,31.7,湖南省
200809,7154.89,34.6,2570.32,28.8,1009.84,31.6,湖南省
200810,7401.12,30.8,2755.28,26.5,1186.17,28.4,湖南省
200811,7718.42,32.2,2939.91,27.6,1333.48,26.7,湖南省
200812,8097.91,25.9,3231.85,12.9,1718.3,2.5,湖南省
200901,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
200902,4588.12,43.8,527.05,26.4,271.78,146.8,湖南省
200903,6282.05,44.8,881.54,7.9,508.43,80.6,湖南省
200904,6928.2,35.0,1080.14,-13.5,662.65,65.8,湖南省
200905,7399.87,28.9,1266.76,-20.9,787.18,55.6,湖南省
200906,7742.34,25.3,1509.38,-22.9,919.27,45.2,湖南省
200907,8199.16,25.1,1779.84,-18.8,1093.35,43.7,湖南省
200908,8641.7,26.2,1910.1,-20.4,1259.52,46.8,湖南省
200909,9239.02,29.1,2165.58,-15.7,1469.67,45.5,湖南省
200910,9810.61,32.6,2484.1,-9.8,1629.35,37.4,湖南省
200911,10389.34,34.6,3127.81,6.4,1918.42,43.9,湖南省
200912,11300.36,29.3,4410.88,23.2,2500.5,22.6,湖南省
201001,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201002,7864.0,69.2,639.08,21.3,292.57,19.7,湖南省
201003,9181.3,46.2,1362.89,54.6,471.41,-7.3,湖南省
201004,9910.27,43.0,1909.72,76.8,613.04,-7.5,湖南省
201005,10202.42,37.9,2152.69,69.9,751.12,-4.6,湖南省
201006,10883.44,40.6,2775.23,83.9,926.49,0.8,湖南省
201007,11446.53,39.6,3172.49,78.2,1027.08,-6.1,湖南省
201008,11805.65,36.6,3485.66,82.5,1153.85,-8.4,湖南省
201009,12195.87,32.0,3863.27,78.4,1352.84,-7.9,湖南省
201010,12581.3305,28.2,4229.687,70.3,1499.8152,-8.0,湖南省
201011,13120.441,26.3,4724.0043,51.0,1701.037,-11.3,湖南省
201012,13789.924,22.0,5383.3223,21.9,2831.4068,13.2,湖南省
201101,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201102,11192.9496,42.3,566.3262,-11.4,398.9045,36.3,湖南省
201103,12083.107,31.6,1368.734,0.4,671.4726,42.4,湖南省
201104,12818.0601,29.3,2036.3899,6.6,823.2642,34.3,湖南省
201105,13425.7869,31.6,2605.673,21.0,1072.7159,42.8,湖南省
201106,13964.6622,28.3,3047.8733,9.8,1319.6725,42.4,湖南省
201107,14456.9538,26.3,3501.816,10.4,1484.9836,44.6,湖南省
201108,14856.6752,25.8,3867.5319,11.0,1633.4716,41.6,湖南省
201109,15468.6332,26.8,4476.7735,15.9,1831.6621,35.4,湖南省
201110,15833.4314,25.8,4835.075,14.3,2027.4553,35.2,湖南省
201111,16320.7302,24.4,5353.2035,13.3,2289.3822,34.6,湖南省
201112,16724.0376,21.4,5752.585,7.2,3278.0527,15.9,湖南省
201201,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201202,12719.583,13.6,942.2004,66.4,699.9438,75.5,湖南省
201203,12247.4707,1.4,1403.2518,2.5,955.3865,42.3,湖南省
201204,12575.7708,-1.9,1786.339,-12.3,1127.2083,36.9,湖南省
201205,13255.1904,-1.3,2247.3948,-13.7,1352.0236,26.0,湖南省
201206,13669.5996,-2.1,2504.5145,-17.8,1614.3275,22.3,湖南省
201207,14152.3187,-2.1,2918.8915,-16.6,1822.5053,22.7,湖南省
201208,14709.5678,-1.0,3416.3275,-11.7,2017.8059,23.5,湖南省
201209,15023.8694,-2.9,3676.5178,-17.9,2220.4732,21.2,湖南省
201210,15464.9038,-2.3,3966.2896,-18.0,2455.3292,21.1,湖南省
201211,16055.399,-1.6,4487.2001,-16.2,2738.5417,19.6,湖南省
201212,16773.6828,2.2,5053.5244,-13.9,3688.5478,7.3,湖南省
201301,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201302,12729.3325,0.1,933.9656,-0.9,552.6758,-21.0,湖南省
201303,13486.914,10.1,1446.6327,3.1,821.1256,-14.1,湖南省
201304,14014.1211,11.4,1878.5789,5.2,945.8572,-16.1,湖南省
201305,14765.5828,11.4,2473.8263,10.1,1143.5421,-15.4,湖南省
201306,15633.6107,14.4,3236.7239,29.2,1412.0598,-12.5,湖南省
201307,16232.2185,14.7,3765.1282,29.0,1634.3821,-10.3,湖南省
201308,16923.2695,15.0,4295.0157,25.7,1888.5069,-6.4,湖南省
201309,17272.5199,15.0,4792.2149,30.3,2193.9442,-1.2,湖南省
201310,17658.1525,14.2,5141.0426,29.6,2408.8046,-1.9,湖南省
201311,18808.9757,17.2,6112.5268,36.2,2741.2165,0.1,湖南省
201312,19594.2736,16.8,6854.1533,35.6,3764.7106,2.1,湖南省
201401,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201402,14730.4863,15.7,708.1405,-24.2,512.2851,-7.3,湖南省
201403,15228.0881,12.9,1088.2391,-24.8,735.3007,-10.5,湖南省
201404,15564.4795,11.1,1360.4024,-27.6,907.4908,-4.1,湖南省
201405,16468.439,11.5,1894.5629,-23.4,1063.1425,-7.0,湖南省
201406,17308.8714,10.7,2501.0357,-22.7,1300.0463,-7.9,湖南省
201407,17935.7743,10.5,3016.8149,-19.9,1461.9664,-10.5,湖南省
201408,18075.7571,6.8,3412.6877,-20.5,1704.6679,-9.7,湖南省
201409,18719.3535,8.4,4070.1338,-15.1,1949.2324,-11.2,湖南省
201410,19345.4282,9.6,4639.1707,-9.8,2151.9837,-10.7,湖南省
201411,20096.7369,6.8,5309.0996,-13.1,2431.3018,-11.3,湖南省
201412,20567.9616,5.0,5735.5992,-16.3,3176.8662,-15.6,湖南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201502,16301.1334,10.7,556.7001,-21.4,360.8721,-29.6,湖南省
201503,16641.9594,9.3,855.7967,-21.4,605.8981,-17.6,湖南省
201504,17077.2514,9.7,1221.9518,-10.2,771.8598,-14.9,湖南省
201505,17444.6046,5.9,1642.148,-13.3,947.414,-10.9,湖南省
201506,17962.0044,3.8,2094.2859,-16.3,1136.6694,-12.6,湖南省
201507,18389.8944,2.5,2476.2487,-17.9,1320.5953,-9.7,湖南省
201508,18728.6011,3.6,2781.8884,-18.5,1450.1533,-14.9,湖南省
201509,19435.7958,3.8,3309.7313,-18.7,1741.9783,-10.6,湖南省
201510,20005.0279,3.4,3767.1445,-18.8,1977.79,-8.1,湖南省
201511,20538.642,2.2,4278.0127,-19.4,2432.7141,0.1,湖南省
201512,20807.9023,1.2,4747.1963,-17.2,3087.4198,-2.8,湖南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201602,17019.6775,4.4,454.9796,-18.3,454.0623,25.8,湖南省
201603,17458.4821,4.9,799.5148,-6.6,723.005,19.3,湖南省
201604,17937.4595,5.0,1272.5259,4.1,1097.8423,42.2,湖南省
201605,18335.2013,5.1,1694.4874,3.2,1328.3771,40.2,湖南省
201606,18936.295,5.4,2294.9339,9.6,1578.6426,38.9,湖南省
201607,19216.9998,4.5,2659.4214,7.4,1814.3152,37.4,湖南省
201608,19661.4235,5.0,3102.6953,11.5,1920.6956,32.4,湖南省
201609,20177.8171,3.8,3618.3259,9.3,2061.5063,18.3,湖南省
201610,20658.437,3.3,4111.9386,9.2,2339.5144,18.3,湖南省
201611,21140.8145,2.9,4594.1219,7.4,2581.0214,6.1,湖南省
201612,21617.1732,3.9,5272.0825,11.1,3358.5382,8.8,湖南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201702,17545.6386,3.1,507.7119,11.6,482.118,6.2,湖南省
201703,17967.4898,2.9,1013.0689,26.7,703.0154,-2.8,湖南省
201704,18578.9266,3.6,1631.4021,28.2,886.0575,-19.3,湖南省
201705,18899.0122,3.1,1951.268,15.2,1092.6194,-17.7,湖南省
201706,19327.5444,2.1,2375.8888,3.5,1334.0726,-15.5,湖南省
201707,19902.7983,3.6,2949.4487,10.9,1532.7067,-15.5,湖南省
201708,20408.4211,3.8,3452.8014,11.3,1790.3448,-6.8,湖南省
201709,20970.2376,3.9,4002.0799,10.6,1940.918,-5.8,湖南省
201710,21516.5118,4.2,4562.8866,11.0,2141.7131,-8.5,湖南省
201711,22234.8291,5.2,5304.9531,15.5,2487.1229,-3.6,湖南省
201712,22770.4205,5.3,6089.6733,15.5,3070.2843,-8.6,湖南省
201801,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201802,18783.433,7.1,747.2383,47.2,525.5386,9.0,湖南省
201803,19380.5263,7.9,1384.6497,36.7,779.1626,10.8,湖南省
201804,20082.9767,8.1,2069.1168,26.8,922.1777,4.1,湖南省
201805,20646.3223,9.2,2624.7785,34.5,1015.7789,-7.0,湖南省
201806,21615.4862,11.8,3499.1549,47.3,1252.085,-6.1,湖南省
201807,22358.5735,12.3,4508.2492,52.9,1570.6528,2.5,湖南省
201808,23159.6136,13.5,5300.4834,53.5,1679.3088,-6.2,湖南省
201809,23887.3356,13.9,6039.9419,50.9,1851.1687,-4.6,湖南省
201810,24565.1611,14.2,6717.688,47.2,2113.9186,-1.3,湖南省
201811,25404.8258,14.3,7603.9428,43.3,2428.1428,-2.4,湖南省
201812,25985.552,14.1,8420.7682,38.3,3074.981,0.2,湖南省
200801,0.0,0.0,0.0,0.0,0.0,0.0,广东省
200802,11147.74,43.9,1312.48,38.1,497.21,95.3,广东省
200803,12831.23,33.4,2074.54,28.4,732.12,43.5,广东省
200804,13641.03,31.4,2457.2,26.1,883.06,20.6,广东省
200805,14428.79,29.4,2956.83,17.7,1058.98,13.5,广东省
200806,15153.76,27.6,3331.03,12.1,1275.49,5.0,广东省
200807,15666.21,24.6,3669.06,4.7,1525.46,9.0,广东省
200808,16078.9,23.6,3983.02,2.8,1672.52,3.1,广东省
200809,16582.19,22.7,4227.62,-1.4,1849.6,2.3,广东省
200810,16940.7,20.7,4482.87,-3.7,2012.73,1.8,广东省
200811,17396.32,19.1,4795.35,-4.8,2369.77,5.0,广东省
200812,18022.38,12.9,5189.91,-14.8,3476.22,-0.7,广东省
200901,0.0,0.0,0.0,0.0,0.0,0.0,广东省
200902,9983.22,-10.4,647.45,-50.7,500.73,0.7,广东省
200903,12717.77,-0.9,1028.79,-50.4,868.12,18.6,广东省
200904,13642.8,0.0,1224.67,-50.2,1073.16,21.5,广东省
200905,14376.75,-0.4,1477.56,-50.0,1302.31,23.0,广东省
200906,14957.64,-1.3,1852.13,-44.4,1535.88,20.4,广东省
200907,15380.01,-1.8,2096.5,-42.9,1861.46,22.0,广东省
200908,16000.79,-0.5,2528.95,-36.5,2100.42,25.6,广东省
200909,16692.94,0.7,2966.36,-29.8,2393.09,29.4,广东省
200910,17137.98,1.2,3321.69,-25.9,2619.11,30.1,广东省
200911,17658.26,1.5,3954.13,-17.5,2817.49,18.9,广东省
200912,18929.42,3.1,4903.67,-5.0,3836.69,-4.9,广东省
201001,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201002,12714.55,20.5,1219.64,76.7,573.87,8.9,广东省
201003,15113.67,18.8,2264.89,120.1,1073.87,23.7,广东省
201004,16242.81,19.1,2964.89,142.1,1354.61,26.2,广东省
201005,17328.17,20.5,3824.43,158.8,1611.21,23.7,广东省
201006,18199.53,21.7,4550.94,145.7,1852.3,20.6,广东省
201007,18898.96,22.9,5155.4,145.9,2130.97,14.5,广东省
201008,19452.16,21.6,5616.66,122.1,2308.54,9.9,广东省
201009,20206.25,21.0,6212.56,109.4,2569.62,7.4,广东省
201010,20724.1285,20.9,6671.9955,100.9,2847.1313,8.7,广东省
201011,21233.9985,20.2,7059.2185,78.5,3129.3492,11.1,广东省
201012,22176.167,16.8,7804.4102,53.0,4248.3578,3.3,广东省
201101,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201102,17294.4551,36.0,1403.3036,15.1,588.1638,2.5,广东省
201103,19294.9393,27.7,2611.6293,15.3,972.7814,-9.4,广东省
201104,20261.3258,24.7,3396.6651,14.6,1294.0145,-4.5,广东省
201105,21261.3613,22.7,4128.8806,8.0,1552.2786,-3.7,广东省
201106,22400.93,23.1,5051.1205,11.0,1780.4341,-3.9,广东省
201107,22974.2243,21.6,5566.761,8.0,2050.3897,-3.8,广东省
201108,23655.2773,21.6,6216.4451,10.7,2286.3776,-1.0,广东省
201109,24495.3109,21.2,6949.1738,11.9,2562.6229,-0.3,广东省
201110,25197.1065,21.6,7541.5412,13.0,2824.5136,-0.8,广东省
201111,26353.7042,24.1,8390.1161,18.9,3302.2669,5.5,广东省
201112,27452.3862,23.4,9242.8376,18.1,4611.5408,0.5,广东省
201201,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201202,21406.4742,23.8,1365.5355,-2.7,673.561,14.5,广东省
201203,22520.8141,16.7,2250.426,-13.8,1113.8307,14.5,广东省
201204,23165.4015,14.3,2940.7831,-13.4,1348.4408,4.2,广东省
201205,24131.8974,13.5,3673.3555,-11.0,1591.0773,2.5,广东省
201206,24740.9547,10.4,4180.7226,-17.2,1848.1288,3.8,广东省
201207,25206.8278,9.7,4768.8356,-14.3,2147.0373,4.7,广东省
201208,26322.2472,11.3,5497.0483,-11.6,2482.9514,8.6,广东省
201209,26846.2081,9.6,5931.3654,-14.6,2926.0766,14.2,广东省
201210,27246.4379,8.1,6267.8981,-16.9,3181.6669,12.6,广东省
201211,28396.8909,7.8,7264.5015,-13.4,3647.9738,10.5,广东省
201212,29253.2363,6.8,7840.2574,-15.5,4918.1619,0.7,广东省
201301,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201302,24030.402,12.3,1589.7664,16.4,883.2435,31.1,广东省
201303,25030.8166,11.1,2405.7063,6.9,1249.7285,12.2,广东省
201304,25889.8685,11.8,3170.5037,7.8,1490.6315,10.5,广东省
201305,26946.1847,11.7,4045.0279,10.1,1721.6213,8.2,广东省
201306,28008.6652,13.2,5032.4769,20.4,2158.59,16.8,广东省
201307,28915.8015,14.7,5669.0087,18.9,2479.1647,15.5,广东省
201308,29903.9019,13.6,6574.8986,19.6,2689.8666,8.3,广东省
201309,30535.3902,13.7,7481.262,26.1,2880.2298,-1.6,广东省
201310,31088.912,14.1,7823.9052,24.8,3145.8927,-1.1,广东省
201311,32769.5771,15.4,9028.2171,24.3,3427.9468,-6.0,广东省
201312,33690.6742,15.2,10114.7526,29.0,4748.2471,-3.5,广东省
201401,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201402,28855.0659,20.1,1113.3555,-30.0,761.3973,-13.8,广东省
201403,29237.5392,16.8,1594.3141,-33.7,1110.8428,-11.1,广东省
201404,29799.153,15.1,2063.712,-34.9,1456.5523,-2.3,广东省
201405,30703.9835,13.9,2791.3958,-31.0,1712.8463,-0.5,广东省
201406,31915.1956,13.9,3651.4663,-27.4,2023.3498,-6.3,广东省
201407,32993.7198,14.1,4551.265,-19.7,2380.9035,-4.0,广东省
201408,34151.9405,14.2,5597.4485,-14.9,2607.4963,-3.1,广东省
201409,35134.5203,15.1,6404.94,-14.4,2917.9767,1.3,广东省
201410,35962.6135,15.7,7160.0127,-8.5,3206.4217,1.9,广东省
201411,37042.1929,13.0,8146.2816,-9.8,3711.9796,8.3,广东省
201412,38290.0626,13.7,9174.0843,-9.3,5442.4875,14.6,广东省
201501,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201502,32099.0829,11.2,1188.6278,6.8,552.0405,-27.5,广东省
201503,32552.8382,11.3,1653.1131,3.7,900.5611,-18.9,广东省
201504,33551.0292,12.6,2376.9596,15.2,1076.3672,-26.1,广东省
201505,34427.1533,12.1,3225.4899,15.6,1225.8099,-28.4,广东省
201506,35285.9989,10.6,3995.434,9.4,1424.9979,-29.6,广东省
201507,36014.4061,9.2,4601.2335,1.1,1642.2424,-31.0,广东省
201508,36603.1698,7.2,5253.4735,-6.1,1804.4794,-30.8,广东省
201509,37955.1116,8.0,6437.1057,0.5,2180.545,-25.3,广东省
201510,38713.9651,7.7,7084.3254,-1.1,2575.4543,-19.7,广东省
201511,39546.8925,6.8,7885.2472,-3.2,3007.148,-19.0,广东省
201512,40388.819,5.5,8681.7585,-5.4,4435.403,-18.5,广东省
201601,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201602,35106.9869,9.4,1167.1471,-1.8,784.0959,42.0,广东省
201603,35691.4042,9.6,1784.2288,7.9,1121.1853,24.5,广东省
201604,36526.1226,8.9,2598.557,9.3,1340.571,24.5,广东省
201605,37401.7784,8.6,3496.3464,8.4,1566.5588,27.8,广东省
201606,38646.1487,9.5,4646.9855,16.3,1857.2725,30.3,广东省
201607,39252.0489,9.0,5332.8487,15.9,2020.2865,23.0,广东省
201608,40219.2508,9.9,6165.9412,17.4,2181.7535,20.9,广东省
201609,41236.9642,8.6,7275.687,13.0,2611.2944,19.8,广东省
201610,42169.6067,8.9,8210.6098,15.9,2863.887,11.2,广东省
201611,43065.2808,8.9,9105.6048,15.5,3181.3401,5.8,广东省
201612,44170.9981,9.4,10165.6375,17.1,4773.0391,7.6,广东省
201701,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201702,39137.8722,11.5,1271.573,8.9,1189.9781,51.8,广东省
201703,39807.7158,11.5,1958.1104,9.7,1571.3202,40.1,广东省
201704,41036.9785,12.3,3169.4641,22.0,1829.4191,36.5,广东省
201705,42359.7392,13.3,4378.6035,25.2,2096.0913,33.8,广东省
201706,43494.7151,12.5,5499.5208,18.3,2471.4416,33.1,广东省
201707,44577.8176,13.6,6536.4323,22.6,2698.4891,33.6,广东省
201708,45394.2862,12.9,7406.4268,20.1,2894.587,32.7,广东省
201709,46508.167,12.8,8497.9252,16.8,3087.1488,18.2,广东省
201710,47301.1811,12.2,9328.1446,13.6,3475.8164,21.4,广东省
201711,48210.5477,11.9,10134.7788,11.3,4180.356,31.4,广东省
201712,49450.8219,12.0,11694.458,15.0,5784.0067,21.2,广东省
201801,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201802,42535.4244,8.7,1430.9535,12.5,1279.1241,7.5,广东省
201803,43692.5146,9.8,2656.9714,35.7,1705.5588,8.5,广东省
201804,44874.9795,9.4,3718.948,17.3,1898.3971,3.8,广东省
201805,46050.8884,8.7,4858.8129,11.0,2244.5519,7.1,广东省
201806,47563.1546,9.4,6479.5387,17.8,2526.5633,2.2,广东省
201807,48760.1007,9.4,7645.9925,17.0,2850.1467,5.6,广东省
201808,49910.2957,9.9,8729.2741,17.9,3056.3467,5.6,广东省
201809,51157.6573,10.0,9947.3276,17.1,3266.1944,5.8,广东省
201810,52007.1292,9.9,10752.3856,15.3,3522.1245,1.3,广东省
201811,53421.674,10.8,12158.0392,20.0,3928.9226,-6.0,广东省
201812,54791.1717,10.8,13593.1012,16.2,5216.1493,-9.8,广东省
200801,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
200802,3221.08,45.5,337.58,19.7,82.86,28.7,广西壮族自治区
200803,3829.1,29.7,590.02,4.4,156.13,5.7,广西壮族自治区
200804,4051.71,27.9,689.69,0.9,220.34,4.1,广西壮族自治区
200805,4266.97,25.2,813.13,-1.7,301.25,8.1,广西壮族自治区
200806,4609.74,24.8,1089.09,10.5,362.81,5.2,广西壮族自治区
200807,4755.39,24.8,1216.36,15.7,401.87,-0.2,广西壮族自治区
200808,4848.41,24.2,1304.7,16.7,451.69,0.5,广西壮族自治区
200809,4994.37,22.7,1422.04,15.3,509.98,-2.3,广西壮族自治区
200810,5113.53,21.8,1513.9,11.4,542.91,-7.4,广西壮族自治区
200811,5296.55,21.5,1668.0,13.6,604.96,-5.9,广西壮族自治区
200812,5630.74,16.8,1881.78,1.9,1007.05,-6.9,广西壮族自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
200902,3133.19,-2.7,281.81,-16.5,133.52,61.1,广西壮族自治区
200903,4090.39,6.8,525.95,-10.9,215.93,38.3,广西壮族自治区
200904,4352.86,7.4,618.63,-10.3,268.36,21.8,广西壮族自治区
200905,4673.85,9.5,785.63,-3.4,321.68,6.8,广西壮族自治区
200906,5088.33,10.4,1006.94,-7.5,366.87,1.1,广西壮族自治区
200907,5290.02,11.2,1143.79,-6.0,432.95,7.7,广西壮族自治区
200908,5457.04,12.6,1242.56,-4.8,517.41,14.5,广西壮族自治区
200909,5741.48,15.0,1435.81,1.0,621.16,21.8,广西壮族自治区
200910,6031.92,18.0,1631.94,7.8,649.54,19.6,广西壮族自治区
200911,6345.5,19.8,2145.66,28.6,763.74,26.2,广西壮族自治区
200912,6719.08,20.6,2470.9,29.4,1220.43,16.2,广西壮族自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201002,5610.64,79.1,556.97,97.6,126.33,-5.4,广西壮族自治区
201003,6093.11,49.0,1066.88,102.8,270.68,25.4,广西壮族自治区
201004,6439.0,47.9,1357.56,119.4,377.6,40.7,广西壮族自治区
201005,6853.24,46.6,1672.84,112.9,439.2,36.5,广西壮族自治区
201006,7499.86,47.4,2113.08,109.9,502.7,37.0,广西壮族自治区
201007,8487.65,60.4,2783.36,143.3,567.49,31.1,广西壮族自治区
201008,8760.26,60.5,3045.73,145.1,647.74,25.2,广西壮族自治区
201009,8998.99,56.7,3210.61,123.6,701.33,12.9,广西壮族自治区
201010,9176.0752,52.1,3366.6606,106.3,750.0507,15.5,广西壮族自治区
201011,9453.2621,49.0,3577.5496,66.7,874.392,14.5,广西壮族自治区
201012,9768.5552,45.4,3905.8355,58.1,1342.8699,10.0,广西壮族自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201102,8575.4123,52.8,482.6944,-13.3,213.9757,69.4,广西壮族自治区
201103,8922.8308,46.4,803.688,-24.7,337.9541,24.9,广西壮族自治区
201104,9317.5133,44.7,1143.7975,-15.7,465.8348,23.4,广西壮族自治区
201105,9610.936,40.2,1457.8066,-12.9,576.4034,31.2,广西壮族自治区
201106,10018.8481,33.6,1766.3137,-16.4,675.5755,34.4,广西壮族自治区
201107,10201.8,20.2,1900.2048,-31.7,789.4241,39.1,广西壮族自治区
201108,10414.4799,18.9,2058.2645,-32.4,925.1526,42.8,广西壮族自治区
201109,10617.4691,18.0,2276.817,-29.1,977.3309,39.4,广西壮族自治区
201110,10825.798,18.0,2418.9861,-28.1,1101.1387,46.8,广西壮族自治区
201111,11341.6697,20.0,2825.6066,-21.0,1220.9276,39.6,广西壮族自治区
201112,11497.6753,17.7,2951.4119,-24.4,1836.7608,36.8,广西壮族自治区
201201,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201202,9490.0908,10.7,585.335,21.3,350.1158,63.6,广西壮族自治区
201203,9547.2401,7.0,935.3636,16.4,713.2905,111.1,广西壮族自治区
201204,9789.2954,5.1,1074.727,-6.0,750.0887,61.0,广西壮族自治区
201205,10149.461,5.6,1337.8779,-8.2,844.8639,46.6,广西壮族自治区
201206,10654.0299,6.3,1683.348,-4.7,995.5258,47.4,广西壮族自治区
201207,10785.5966,5.7,1772.377,-6.7,1119.0917,41.8,广西壮族自治区
201208,11033.6489,5.9,2007.3358,-2.5,1214.0029,31.2,广西壮族自治区
201209,11009.2648,3.7,2067.1601,-9.2,1322.1525,35.3,广西壮族自治区
201210,11148.398,3.0,2218.1613,-8.3,1463.8274,32.9,广西壮族自治区
201211,11586.0967,2.2,2525.5002,-10.6,1560.9122,27.8,广西壮族自治区
201212,11846.856,3.8,2910.112,-7.4,1956.5731,1.0,广西壮族自治区
201301,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201302,9547.8714,0.6,574.0996,-1.9,349.7928,-0.1,广西壮族自治区
201303,9868.6556,3.4,866.197,-7.4,491.6363,-31.1,广西壮族自治区
201304,10192.2817,4.1,1077.01,0.2,513.5992,-31.5,广西壮族自治区
201305,10457.8953,3.0,1269.3628,-5.1,602.9102,-28.6,广西壮族自治区
201306,10847.2315,1.8,1648.7668,-2.1,710.6709,-28.6,广西壮族自治区
