月份,房地产投资_累计值,房地产投资_累计增长,房地产住宅投资_累计值,房地产住宅投资_累计增长,地区
201603,427.4238,-7.6,246.709,-13.9,贵州省
201604,608.1145,-0.9,349.5318,-8.7,贵州省
201605,808.8781,0.3,462.9447,-7.6,贵州省
201606,1071.6343,-0.1,614.3346,-7.8,贵州省
201607,1234.7577,-1.1,710.7251,-7.8,贵州省
201608,1405.6641,-1.5,808.8586,-8.3,贵州省
201609,1597.7799,-1.5,917.671,-7.1,贵州省
201610,1770.5352,-1.9,1018.5744,-7.0,贵州省
201611,2000.1094,-1.6,1156.5752,-5.8,贵州省
201612,2148.9608,-2.5,1243.6021,-6.3,贵州省
201701,0.0,0.0,0.0,0.0,贵州省
201702,233.8262,11.1,142.1144,16.0,贵州省
201703,489.83,14.6,304.9496,23.6,贵州省
201704,652.9291,7.4,403.8397,15.5,贵州省
201705,827.8574,2.3,513.101,10.8,贵州省
201706,1119.1648,4.4,692.1429,12.7,贵州省
201707,1268.2964,2.7,790.4823,11.2,贵州省
201708,1375.9479,-2.1,859.9784,6.3,贵州省
201709,1557.1796,-2.5,973.7387,6.1,贵州省
201710,1741.2322,-1.7,1086.7103,6.7,贵州省
201711,2016.4162,0.8,1256.8172,8.7,贵州省
201712,2200.9978,2.4,1365.3265,9.8,贵州省
201801,0.0,0.0,0.0,0.0,贵州省
201802,233.5929,-0.1,146.3554,3.0,贵州省
201803,479.8447,-2.0,309.4043,1.5,贵州省
201804,670.0847,2.6,433.335,7.3,贵州省
201805,879.1796,6.2,569.8914,11.1,贵州省
201806,1182.5562,5.7,756.6162,9.3,贵州省
201807,1387.9834,9.4,903.2665,14.3,贵州省
201808,1574.8904,14.5,1031.7211,20.0,贵州省
201809,1728.8098,11.0,1137.3814,16.8,贵州省
201810,1915.9075,10.0,1270.8975,16.9,贵州省
201811,2196.5382,8.9,1446.1131,15.1,贵州省
201812,2349.2273,6.7,1557.8459,14.1,贵州省
200801,0.0,0.0,0.0,0.0,云南省
200802,54.672,46.6,40.7189,38.4,云南省
200803,99.3669,64.4,73.131,73.4,云南省
200804,138.7029,67.8,100.8458,74.1,云南省
200805,181.4858,61.8,134.1516,70.0,云南省
200806,231.3762,57.5,171.0203,63.1,云南省
200807,278.5614,55.6,212.913,61.4,云南省
200808,325.6092,49.7,245.9287,51.3,云南省
200809,373.15,47.4,283.383,49.5,云南省
200810,420.4986,45.4,318.7605,46.7,云南省
200811,471.19,42.1,360.46,45.3,云南省
200812,557.5935,31.9,423.6387,32.2,云南省
200901,0.0,0.0,0.0,0.0,云南省
200902,59.61,9.0,46.34,13.8,云南省
200903,105.435,6.1,79.5477,8.8,云南省
200904,177.02,27.6,132.54,31.4,云南省
200905,242.7303,33.7,166.8714,24.4,云南省
200906,325.36,40.6,237.05,38.6,云南省
200907,382.4663,37.3,283.9463,33.4,云南省
200908,431.49,32.5,319.51,29.9,云南省
200909,516.1341,38.3,386.5699,36.4,云南省
200910,578.9406,37.7,436.1128,36.8,云南省
200911,643.06,36.5,484.67,34.5,云南省
200912,737.4566,32.2,552.9587,30.4,云南省
201001,0.0,0.0,0.0,0.0,云南省
201002,78.3413,31.4,57.3872,23.8,云南省
201003,138.1208,31.0,96.9629,21.9,云南省
201004,223.4839,26.2,160.4075,21.0,云南省
201005,223.48,25.3,160.41,35.8,云南省
201006,377.64,16.1,278.14,17.3,云南省
201007,435.9472,14.0,322.8781,13.7,云南省
201008,499.27,15.7,365.45,14.4,云南省
201009,595.2168,15.3,425.9635,10.2,云南省
201010,676.6968,16.9,482.4661,10.6,云南省
201011,768.8257,19.6,547.5739,13.0,云南省
201012,900.4408,22.1,654.6742,18.4,云南省
201101,0.0,0.0,0.0,0.0,云南省
201102,106.2,35.6,75.1881,31.0,云南省
201103,193.2092,39.9,135.7389,40.0,云南省
201104,297.0916,32.9,205.9043,28.4,云南省
201105,402.5119,32.6,274.9681,21.7,云南省
201106,519.3118,37.5,362.4843,30.3,云南省
201107,619.9565,42.2,424.4039,31.4,云南省
201108,715.1803,43.2,486.6883,33.2,云南省
201109,844.1873,41.8,570.7958,34.0,云南省
201110,959.5561,41.8,653.3899,35.4,云南省
201111,1087.3974,41.4,748.2129,36.6,云南省
201112,1272.7171,41.3,873.8979,33.5,云南省
201201,0.0,0.0,0.0,0.0,云南省
201202,150.8033,42.0,101.3126,34.7,云南省
201203,289.6692,49.9,195.3811,43.9,云南省
201204,431.5448,45.3,279.0769,35.5,云南省
201205,585.1332,45.4,374.9928,36.4,云南省
201206,792.2693,52.6,510.6999,40.9,云南省
201207,923.2006,48.9,594.4976,40.1,云南省
201208,1061.564,48.4,681.209,40.0,云南省
201209,1246.9756,47.7,815.3029,42.8,云南省
201210,1385.4316,44.4,902.5203,38.1,云南省
201211,1573.3691,44.7,1017.9177,36.0,云南省
201212,1782.1351,39.2,1152.5012,30.3,云南省
201301,0.0,0.0,0.0,0.0,云南省
201302,218.0659,44.6,146.5942,44.7,云南省
201303,410.6194,41.8,271.5372,39.0,云南省
201304,587.0279,36.0,386.3073,38.4,云南省
201305,810.4556,38.5,528.5929,41.0,云南省
201306,1084.4303,36.9,709.1998,38.9,云南省
201307,1272.3294,37.8,838.3012,41.0,云南省
201308,1470.0274,38.5,972.8962,42.8,云南省
201309,1737.5133,39.3,1155.0448,41.7,云南省
201310,1989.7647,43.6,1312.4078,45.4,云南省
201311,2189.4794,39.2,1440.0424,41.5,云南省
201312,2488.3284,39.6,1642.4032,42.5,云南省
201401,0.0,0.0,0.0,0.0,云南省
201402,223.8829,2.7,143.1734,-2.3,云南省
201403,471.1954,14.8,302.1868,11.3,云南省
201404,695.9174,18.5,449.4842,16.4,云南省
201405,952.2522,17.5,616.7785,16.7,云南省
201406,1277.9908,17.8,828.0647,16.8,云南省
201407,1519.0005,19.4,978.9003,16.8,云南省
201408,1724.7163,17.3,1111.4442,14.2,云南省
201409,2002.2764,15.2,1298.9905,12.5,云南省
201410,2282.641,14.7,1477.8312,12.6,云南省
201411,2573.8545,17.6,1664.1419,15.6,云南省
201412,2846.6541,14.4,1830.0705,11.4,云南省
201501,0.0,0.0,0.0,0.0,云南省
201502,239.4925,7.0,158.7686,10.9,云南省
201503,478.032,1.5,310.6885,2.8,云南省
201504,666.8313,-4.2,426.5627,-5.1,云南省
201505,867.9812,-8.8,548.2895,-11.1,云南省
201506,1227.4794,-4.0,764.3022,-7.7,云南省
201507,1420.2291,-6.5,882.9977,-9.8,云南省
201508,1641.5218,-4.8,1031.9597,-7.2,云南省
201509,1889.9681,-5.6,1181.0075,-9.1,云南省
201510,2105.7218,-7.8,1322.7599,-10.5,云南省
201511,2428.5705,-5.6,1529.7956,-8.1,云南省
201512,2669.0091,-6.2,1670.2652,-8.7,云南省
201601,0.0,0.0,0.0,0.0,云南省
201602,240.4501,0.4,153.5271,-3.3,云南省
201603,485.3637,1.5,307.3479,-1.1,云南省
201604,695.9169,4.4,437.1766,2.5,云南省
201605,892.4566,2.8,569.4399,3.9,云南省
201606,1255.0896,2.2,797.0665,4.3,云南省
201607,1480.3949,4.2,915.3112,3.7,云南省
201608,1670.0834,1.7,1025.8933,-0.6,云南省
201609,1917.9429,1.5,1172.612,-0.7,云南省
201610,2128.5211,1.1,1300.1098,-1.7,云南省
201611,2438.3222,0.4,1481.5218,-3.2,云南省
201612,2688.338,0.7,1635.3764,-2.1,云南省
201701,0.0,0.0,0.0,0.0,云南省
201702,242.9221,1.0,139.1188,-9.4,云南省
201703,502.781,3.6,292.2873,-4.9,云南省
201704,705.4427,1.4,414.337,-5.2,云南省
201705,911.4154,2.1,541.3321,-4.9,云南省
201706,1224.3341,-2.5,737.6336,-7.5,云南省
201707,1430.2378,-3.4,867.7022,-5.2,云南省
201708,1644.0994,-1.6,994.1126,-3.1,云南省
201709,1935.9936,0.9,1188.2877,1.3,云南省
201710,2234.3045,5.0,1371.4789,5.5,云南省
201711,2552.2923,4.7,1577.1658,6.5,云南省
201712,2786.2513,3.6,1743.9149,6.6,云南省
201801,0.0,0.0,0.0,0.0,云南省
201802,265.3924,9.3,167.7715,20.6,云南省
201803,571.7096,13.7,350.0988,19.8,云南省
201804,779.855,10.5,482.6796,16.5,云南省
201805,989.2129,8.5,618.2532,14.2,云南省
201806,1342.2137,9.6,836.2121,13.4,云南省
201807,1598.336,11.8,1014.2261,16.9,云南省
201808,1832.3491,11.5,1164.2846,17.1,云南省
201809,2192.8632,13.3,1388.5379,16.9,云南省
201810,2576.9641,15.3,1645.4065,20.0,云南省
201811,2915.669,14.2,1885.8807,19.6,云南省
201812,3247.2329,16.5,2115.1729,21.3,云南省
200801,0.0,0.0,0.0,0.0,西藏自治区
200802,0.0,0.0,0.0,0.0,西藏自治区
200803,0.7825,0.0,0.4805,0.0,西藏自治区
200804,1.2465,52.8,0.9365,60.4,西藏自治区
200805,2.0972,9.6,1.5313,-7.6,西藏自治区
200806,3.3403,-3.1,2.6893,3.4,西藏自治区
200807,6.103,38.3,4.6493,30.9,西藏自治区
200808,6.9739,36.7,5.7041,37.0,西藏自治区
200809,9.6254,59.6,8.2022,62.9,西藏自治区
200810,10.8291,61.3,9.2852,63.5,西藏自治区
200811,12.95,74.9,10.98,74.3,西藏自治区
200812,12.9652,11.0,10.986,5.6,西藏自治区
200901,0.0,0.0,0.0,0.0,西藏自治区
200902,0.0,0.0,0.0,0.0,西藏自治区
200903,0.045,-94.2,0.041,-91.5,西藏自治区
200904,1.12,-10.0,0.69,-26.0,西藏自治区
200905,4.1333,97.1,2.795,82.5,西藏自治区
200906,5.31,59.0,3.73,38.8,西藏自治区
200907,7.5648,24.0,4.178,-10.1,西藏自治区
200908,12.21,75.1,8.46,48.3,西藏自治区
200909,13.5617,40.9,9.5954,17.0,西藏自治区
200910,14.2117,31.2,10.1219,9.0,西藏自治区
200911,14.6,12.7,10.48,-4.5,西藏自治区
200912,15.7158,14.4,11.366,-4.9,西藏自治区
201001,0.0,0.0,0.0,0.0,西藏自治区
201002,0.0,0.0,0.0,0.0,西藏自治区
201003,0.6894,1432.0,0.6734,1542.4,西藏自治区
201004,1.1436,2.0,1.0649,53.6,西藏自治区
201005,2.19,-46.9,1.93,-31.1,西藏自治区
201006,3.39,-36.2,2.93,-21.4,西藏自治区
201007,3.8803,-48.7,3.281,-21.5,西藏自治区
201008,5.02,-58.9,4.32,-49.0,西藏自治区
201009,6.9294,-48.9,5.946,-38.0,西藏自治区
201010,7.0234,-50.6,6.04,-40.3,西藏自治区
201011,7.8985,-45.9,6.8239,-34.9,西藏自治区
201012,8.9634,-43.1,6.987,-38.6,西藏自治区
201101,0.0,0.0,0.0,0.0,西藏自治区
201102,0.0,0.0,0.0,0.0,西藏自治区
201103,1.025,48.7,0.9841,46.1,西藏自治区
201104,1.3011,13.8,1.0742,0.9,西藏自治区
201105,2.4285,10.6,2.1677,12.6,西藏自治区
201106,2.5987,-23.3,2.0824,-29.0,西藏自治区
201107,2.714,-30.1,2.101,-36.0,西藏自治区
201108,3.6518,-27.3,2.8593,-33.7,西藏自治区
201109,4.278,-38.3,3.0225,-49.2,西藏自治区
201110,3.8124,-45.7,3.1834,-47.3,西藏自治区
201111,4.2988,-45.6,3.6067,-47.1,西藏自治区
201112,5.1342,-42.7,3.7363,-46.5,西藏自治区
201201,0.0,0.0,0.0,0.0,西藏自治区
201202,0.016,0.0,0.0,0.0,西藏自治区
201203,0.4606,-55.1,0.3275,-66.7,西藏自治区
201204,0.8896,-31.6,0.5763,-46.4,西藏自治区
201205,1.1555,-52.4,0.7488,-65.5,西藏自治区
201206,2.2073,-15.1,1.25,-40.0,西藏自治区
201207,3.0992,14.2,1.9955,-5.0,西藏自治区
201208,3.9665,8.6,2.4539,-14.2,西藏自治区
201209,4.665,9.0,2.9516,-2.3,西藏自治区
201210,5.3149,39.4,3.1628,-0.6,西藏自治区
201211,6.3261,47.2,3.8961,8.0,西藏自治区
201212,6.8719,33.8,4.2509,13.8,西藏自治区
201301,0.0,0.0,0.0,0.0,西藏自治区
201302,0.018,12.5,0.016,0.0,西藏自治区
201303,0.6308,37.0,0.4362,33.2,西藏自治区
201304,1.3016,46.3,0.8847,53.5,西藏自治区
201305,2.3531,103.6,1.3912,85.8,西藏自治区
201306,3.3094,49.9,1.8715,49.7,西藏自治区
201307,4.4597,43.9,2.6518,32.9,西藏自治区
201308,5.5058,38.8,3.3667,37.2,西藏自治区
201309,6.2909,34.9,3.9878,35.1,西藏自治区
201310,7.6762,44.4,4.5357,43.4,西藏自治区
201311,8.4814,34.1,4.8999,25.8,西藏自治区
201312,9.6777,40.8,5.8669,38.0,西藏自治区
201401,0.0,0.0,0.0,0.0,西藏自治区
201402,0.012,-33.3,0.008,-50.0,西藏自治区
201403,0.1191,-81.1,0.053,-87.8,西藏自治区
201404,1.6824,29.3,1.0341,16.9,西藏自治区
201405,4.0482,72.0,2.4497,76.1,西藏自治区
201406,10.2841,210.8,5.3278,184.7,西藏自治区
201407,13.2043,196.1,7.4476,180.9,西藏自治区
201408,24.4106,343.4,12.4464,269.7,西藏自治区
201409,34.6039,450.1,18.1463,355.0,西藏自治区
201410,45.8791,497.7,24.2396,434.4,西藏自治区
201411,51.5129,507.4,28.4655,480.9,西藏自治区
201412,52.9087,446.7,29.4421,401.8,西藏自治区
201501,0.0,0.0,0.0,0.0,西藏自治区
201502,0.01,-16.7,0.0,0.0,西藏自治区
201503,0.759,0.0,0.5365,0.0,西藏自治区
201504,4.8376,187.5,3.4809,236.6,西藏自治区
201505,8.1124,100.4,6.0218,145.8,西藏自治区
201506,14.4584,40.6,11.1658,109.6,西藏自治区
201507,20.3346,54.0,15.615,109.7,西藏自治区
201508,28.816,18.0,21.9094,76.0,西藏自治区
201509,39.1014,13.0,30.5463,68.3,西藏自治区
201510,43.5802,-5.0,34.5191,42.4,西藏自治区
201511,49.3011,-4.3,39.1378,37.5,西藏自治区
201512,50.0161,-5.5,39.5958,34.5,西藏自治区
201601,0.0,0.0,0.0,0.0,西藏自治区
201602,0.13,0.0,0.0,0.0,西藏自治区
201603,2.1034,177.1,1.5452,188.0,西藏自治区
201604,5.8283,20.5,4.1594,19.5,西藏自治区
201605,10.3128,27.1,6.0454,0.4,西藏自治区
201606,17.4379,20.6,11.356,1.7,西藏自治区
201607,24.3772,19.9,20.3533,30.3,西藏自治区
201608,34.3201,19.1,28.3888,29.6,西藏自治区
201609,40.0732,2.5,32.8124,7.4,西藏自治区
201610,44.3197,1.7,36.2026,4.9,西藏自治区
201611,46.0871,-6.5,37.1921,-5.0,西藏自治区
201612,48.5361,-3.0,39.1421,-1.1,西藏自治区
201701,0.0,0.0,0.0,0.0,西藏自治区
201702,0.4371,236.2,0.2425,0.0,西藏自治区
201703,3.393,61.3,1.9451,25.9,西藏自治区
201704,5.9714,2.5,3.1283,-24.8,西藏自治区
201705,10.8267,5.0,6.2635,3.6,西藏自治区
201706,17.718,1.6,9.6166,-15.3,西藏自治区
201707,19.3048,-20.8,10.9191,-46.4,西藏自治区
201708,21.2674,-38.0,12.0177,-57.7,西藏自治区
201709,28.8078,-28.1,16.8481,-48.7,西藏自治区
201710,34.299,-22.6,17.7048,-51.1,西藏自治区
201711,38.8691,-15.7,19.5288,-47.5,西藏自治区
201712,40.3647,-16.8,20.0964,-48.7,西藏自治区
201801,0.0,0.0,0.0,0.0,西藏自治区
201802,0.1139,-73.9,0.0139,-94.3,西藏自治区
201803,3.421,0.8,1.6222,-16.6,西藏自治区
201804,5.6941,-4.6,2.88,-7.9,西藏自治区
201805,9.9945,-7.7,3.9166,-37.5,西藏自治区
201806,27.6581,56.1,11.4426,19.0,西藏自治区
201807,40.6545,110.6,16.6476,52.5,西藏自治区
201808,53.3767,151.0,20.9947,74.7,西藏自治区
201809,60.8674,111.3,26.239,55.7,西藏自治区
201810,75.0974,118.9,35.1258,98.4,西藏自治区
201811,91.747,136.0,46.5866,138.6,西藏自治区
201812,92.6036,129.4,49.9948,148.8,西藏自治区
200801,0.0,0.0,0.0,0.0,陕西省
200802,31.8786,55.7,25.162,62.1,陕西省
200803,87.976,61.8,67.6416,67.9,陕西省
200804,145.2755,53.8,109.2124,49.1,陕西省
200805,213.5753,52.4,160.7299,46.6,陕西省
200806,334.0337,56.4,257.2579,50.7,陕西省
200807,397.4861,53.6,307.5331,47.8,陕西省
200808,455.4904,52.6,356.7497,49.4,陕西省
200809,524.9851,49.3,411.3997,45.8,陕西省
200810,590.4758,42.8,462.8317,39.8,陕西省
200811,658.29,40.2,515.9,37.6,陕西省
200812,749.2297,40.0,586.6396,37.2,陕西省
200901,0.0,0.0,0.0,0.0,陕西省
200902,46.78,46.8,38.14,51.6,陕西省
200903,110.7413,25.9,88.19,30.4,陕西省
200904,181.16,24.7,148.9,36.3,陕西省
200905,274.9183,28.7,230.4769,43.4,陕西省
200906,407.81,22.1,343.07,33.4,陕西省
200907,489.3867,23.1,411.0404,33.7,陕西省
200908,562.99,23.6,470.18,31.8,陕西省
200909,673.2029,28.2,561.7135,36.5,陕西省
200910,761.8558,29.0,637.4592,37.7,陕西省
200911,844.0,28.2,708.91,37.4,陕西省
200912,943.733,23.8,782.3324,29.6,陕西省
201001,0.0,0.0,0.0,0.0,陕西省
201002,58.3728,24.8,49.2275,29.1,陕西省
201003,135.8297,22.7,111.2503,26.1,陕西省
201004,226.877,25.2,183.6834,23.4,陕西省
201005,346.75,26.1,276.1,19.8,陕西省
201006,512.83,25.8,407.56,18.8,陕西省
201007,613.9239,25.4,490.8526,19.4,陕西省
201008,707.95,25.7,566.81,20.6,陕西省
201009,826.038,22.7,662.7454,18.0,陕西省
201010,942.0594,23.7,755.6732,18.5,陕西省
201011,1040.5514,23.3,838.6625,18.3,陕西省
201012,1160.2283,23.2,938.5329,20.2,陕西省
201101,0.0,0.0,0.0,0.0,陕西省
201102,75.6321,29.6,59.904,21.7,陕西省
201103,172.3299,26.9,139.1512,25.1,陕西省
201104,272.8228,20.3,221.9513,20.8,陕西省
201105,407.973,17.7,333.2874,20.7,陕西省
201106,616.7283,20.3,506.6522,24.3,陕西省
201107,756.4423,23.2,620.2843,26.4,陕西省
201108,881.0506,24.5,724.3167,27.8,陕西省
201109,1019.0739,23.4,838.0247,26.4,陕西省
201110,1141.9647,21.2,944.8187,25.0,陕西省
201111,1262.7715,21.4,1047.3679,24.9,陕西省
201112,1420.5279,22.5,1180.1073,25.8,陕西省
201201,0.0,0.0,0.0,0.0,陕西省
201202,119.4244,24.8,98.2626,25.6,陕西省
201203,224.6475,30.4,182.2715,31.0,陕西省
201204,335.1262,22.8,275.1373,24.0,陕西省
201205,506.7371,24.2,414.1525,24.3,陕西省
201206,734.9229,19.2,599.929,18.4,陕西省
201207,856.0948,13.2,702.4406,13.2,陕西省
201208,1019.109,15.7,818.2947,13.0,陕西省
201209,1226.389,20.3,990.1915,18.2,陕西省
201210,1408.3508,23.3,1131.4499,19.8,陕西省
201211,1636.1568,29.6,1319.4597,26.0,陕西省
201212,1835.9321,30.1,1477.57,25.5,陕西省
201301,0.0,0.0,0.0,0.0,陕西省
201302,162.069,35.7,132.1047,34.4,陕西省
201303,302.7732,34.8,247.9218,36.0,陕西省
201304,460.1099,37.3,369.3235,34.2,陕西省
201305,665.6034,31.4,534.4882,29.1,陕西省
201306,976.2127,32.8,769.2278,28.2,陕西省
201307,1175.0061,37.3,928.2804,32.2,陕西省
201308,1362.8609,33.7,1077.9172,31.7,陕西省
201309,1561.7315,27.3,1235.9107,24.8,陕西省
201310,1766.7418,25.4,1402.7704,24.0,陕西省
201311,2064.63,26.2,1630.359,23.6,陕西省
201312,2240.1692,22.0,1768.9545,19.7,陕西省
201401,0.0,0.0,0.0,0.0,陕西省
201402,182.8279,12.8,141.5179,7.1,陕西省
201403,346.7228,14.5,270.9185,9.3,陕西省
201404,520.2953,13.1,410.4996,11.1,陕西省
201405,732.4763,10.0,575.0681,7.6,陕西省
201406,1052.6144,7.8,825.8725,7.4,陕西省
201407,1235.9903,5.2,968.7379,4.4,陕西省
201408,1475.7586,8.3,1153.2126,7.0,陕西省
201409,1740.0925,11.4,1347.7649,9.1,陕西省
201410,1961.1352,11.0,1519.1162,8.3,陕西省
201411,2214.3147,7.2,1709.8346,4.9,陕西省
201412,2426.4914,8.3,1869.685,5.7,陕西省
201501,0.0,0.0,0.0,0.0,陕西省
201502,180.5453,-1.2,140.2667,-0.9,陕西省
201503,328.5662,-5.2,252.9401,-6.6,陕西省
201504,523.3627,0.6,399.7663,-2.6,陕西省
201505,763.6382,4.3,580.5795,1.0,陕西省
201506,1093.6738,3.9,818.338,-0.9,陕西省
201507,1311.6524,6.1,978.6516,1.0,陕西省
201508,1537.0265,4.2,1139.6862,-1.2,陕西省
201509,1785.4205,2.6,1320.6519,-2.0,陕西省
201510,2029.7441,3.5,1499.5242,-1.3,陕西省
201511,2272.6652,2.6,1671.9388,-2.2,陕西省
201512,2494.285,2.8,1827.8046,-2.2,陕西省
201601,0.0,0.0,0.0,0.0,陕西省
201602,166.2645,-7.9,119.201,-15.0,陕西省
201603,340.1913,3.5,243.8505,-3.6,陕西省
201604,503.454,-3.8,363.9455,-9.0,陕西省
201605,713.7675,-6.5,516.2876,-11.1,陕西省
201606,1170.629,7.0,833.3714,1.8,陕西省
201607,1433.0941,9.3,1017.8803,4.0,陕西省
201608,1721.3501,12.0,1222.6776,7.3,陕西省
201609,1997.1792,11.9,1409.9885,6.8,陕西省
201610,2203.9816,8.6,1551.464,3.5,陕西省
201611,2459.2803,8.2,1722.4503,3.0,陕西省
201612,2736.7546,9.7,1916.1261,4.8,陕西省
201701,0.0,0.0,0.0,0.0,陕西省
201702,184.0534,10.7,125.7934,5.5,陕西省
201703,406.4716,19.5,283.4653,16.2,陕西省
201704,611.0038,21.4,433.9414,19.2,陕西省
201705,870.7823,22.0,619.7598,20.0,陕西省
201706,1362.997,16.4,962.855,15.5,陕西省
201707,1581.5993,10.4,1115.2305,9.6,陕西省
201708,1855.4164,7.8,1301.3862,6.4,陕西省
201709,2196.827,10.0,1536.4625,9.0,陕西省
201710,2459.6821,11.6,1714.9506,10.5,陕西省
201711,2814.8419,14.5,1942.6761,12.8,陕西省
201712,3101.9724,13.3,2145.5576,12.0,陕西省
201801,0.0,0.0,0.0,0.0,陕西省
201802,197.7271,7.4,141.4068,12.4,陕西省
201803,416.6669,2.5,295.9772,4.4,陕西省
201804,630.9001,3.3,444.4117,2.4,陕西省
201805,930.3087,6.8,654.7324,5.6,陕西省
201806,1513.8679,11.1,1040.5334,8.1,陕西省
201807,1817.1052,14.9,1259.2884,12.9,陕西省
201808,2160.236,16.4,1479.3475,13.7,陕西省
201809,2589.9488,17.9,1772.0444,15.3,陕西省
201810,2913.0173,18.4,1971.5434,15.0,陕西省
201811,3241.9132,15.2,2196.9596,13.1,陕西省
201812,3534.6664,13.9,2411.5501,12.4,陕西省
200801,0.0,0.0,0.0,0.0,甘肃省
200802,3.5872,39.4,1.8983,24.5,甘肃省
200803,15.7501,46.1,11.5008,52.6,甘肃省
200804,32.9117,45.5,25.9368,62.5,甘肃省
200805,50.8083,43.7,39.7292,54.2,甘肃省
200806,74.3915,43.0,55.782,49.3,甘肃省
200807,91.297,40.7,67.8344,48.2,甘肃省
200808,108.224,38.9,80.2248,46.8,甘肃省
200809,126.7249,32.6,95.4793,41.8,甘肃省
200810,139.4798,25.8,105.9355,32.9,甘肃省
200811,156.59,26.7,117.26,31.9,甘肃省
200812,170.6914,27.3,124.1946,30.6,甘肃省
200901,0.0,0.0,0.0,0.0,甘肃省
200902,2.96,-17.6,2.12,11.7,甘肃省
200903,16.6707,5.8,12.5251,8.9,甘肃省
200904,31.3,-4.9,23.57,-9.1,甘肃省
200905,51.6651,1.7,40.542,2.0,甘肃省
200906,75.72,1.8,58.49,4.9,甘肃省
200907,102.3731,12.1,75.2299,10.9,甘肃省
200908,122.72,13.4,89.84,12.0,甘肃省
200909,151.5608,19.6,107.1157,12.2,甘肃省
200910,167.2025,19.9,117.9304,11.3,甘肃省
200911,187.02,19.4,129.15,10.1,甘肃省
200912,204.1378,9.9,137.3165,-0.1,甘肃省
201001,0.0,0.0,0.0,0.0,甘肃省
201002,3.5893,21.4,2.4755,16.8,甘肃省
201003,20.2655,21.6,14.3485,14.6,甘肃省
201004,39.3395,25.7,28.1829,19.6,甘肃省
201005,65.83,27.4,45.99,13.4,甘肃省
201006,101.86,34.5,73.57,25.8,甘肃省
201007,134.0188,30.9,96.3206,28.0,甘肃省
201008,162.68,32.6,118.3,31.7,甘肃省
201009,195.5713,29.0,142.867,33.4,甘肃省
201010,217.0311,29.8,157.2076,33.3,甘肃省
201011,245.2929,31.2,174.746,35.3,甘肃省
201012,266.4105,30.5,187.9296,35.9,甘肃省
201101,0.0,0.0,0.0,0.0,甘肃省
201102,4.9658,38.4,3.7524,51.6,甘肃省
201103,29.0433,43.3,21.545,50.2,甘肃省
201104,55.5314,41.2,42.8314,52.0,甘肃省
201105,95.7155,45.4,70.5309,53.4,甘肃省
201106,152.1656,49.4,113.0318,53.6,甘肃省
201107,198.2134,47.9,148.2592,53.9,甘肃省
201108,239.4541,47.2,180.0956,52.2,甘肃省
201109,282.0609,44.2,210.2034,47.1,甘肃省
201110,313.0107,44.2,231.1493,47.0,甘肃省
201111,338.076,37.8,246.8621,41.3,甘肃省
201112,362.882,36.2,258.0623,37.3,甘肃省
201201,0.0,0.0,0.0,0.0,甘肃省
201202,7.0772,42.5,5.1001,35.9,甘肃省
201203,41.1823,41.8,28.4732,32.2,甘肃省
201204,89.1888,60.6,60.7068,41.7,甘肃省
201205,146.9263,53.5,101.3534,43.7,甘肃省
201206,221.5956,45.6,155.861,37.9,甘肃省
201207,278.7699,40.6,202.3725,36.5,甘肃省
201208,341.1084,42.5,250.1147,38.9,甘肃省
201209,416.2748,47.6,309.0448,47.0,甘肃省
201210,477.1044,52.4,354.0856,53.2,甘肃省
201211,528.5387,56.3,391.915,58.8,甘肃省
201212,561.0185,52.9,412.5139,54.7,甘肃省
201301,0.0,0.0,0.0,0.0,甘肃省
201302,17.3335,144.9,11.6966,129.3,甘肃省
201303,58.2021,41.3,39.7351,39.6,甘肃省
201304,116.3643,30.5,82.4167,35.8,甘肃省
201305,189.2415,28.8,138.771,36.9,甘肃省
201306,291.2993,31.5,214.6628,37.7,甘肃省
201307,368.8196,32.3,274.8917,35.8,甘肃省
201308,448.3303,31.4,336.5934,34.6,甘肃省
201309,549.3108,32.0,414.2026,34.0,甘肃省
201310,627.5828,31.5,472.2357,33.4,甘肃省
201311,693.4517,31.2,522.0769,33.2,甘肃省
201312,724.649,29.2,539.8519,30.9,甘肃省
201401,0.0,0.0,0.0,0.0,甘肃省
201402,13.6894,-21.0,9.4065,-19.6,甘肃省
201403,48.4208,-16.8,31.2972,-21.2,甘肃省
201404,103.667,-10.9,71.935,-12.7,甘肃省
201405,186.0069,-1.7,127.5126,-8.1,甘肃省
201406,289.7598,-0.5,200.5754,-6.6,甘肃省
201407,366.912,-0.5,254.3997,-7.5,甘肃省
201408,447.2599,-0.2,309.5256,-8.0,甘肃省
201409,548.8107,-0.1,378.8989,-8.5,甘肃省
201410,629.9095,0.4,432.9237,-8.3,甘肃省
201411,689.872,-0.5,474.3884,-9.1,甘肃省
201412,721.4717,-0.4,496.3706,-8.1,甘肃省
201501,0.0,0.0,0.0,0.0,甘肃省
201502,15.5452,13.6,10.5535,12.2,甘肃省
201503,52.8724,9.2,37.1422,18.7,甘肃省
201504,103.9602,0.3,72.5833,0.9,甘肃省
201505,187.6314,0.9,130.7058,2.5,甘肃省
201506,296.1537,2.2,205.0557,2.2,甘肃省
201507,378.3305,3.1,260.8065,2.5,甘肃省
201508,462.8996,3.5,319.4434,3.2,甘肃省
201509,563.7611,2.7,387.2887,2.2,甘肃省
