月份,房地产施工面积_累计值,房地产施工面积_累计增长,房地产新开工施工面积_累计值,房地产新开工施工面积_累计增长,房地产竣工面积_累计值,房地产竣工面积_累计增长,地区
201106,19755.8444,33.9,4872.8073,23.6,1403.4968,26.4,河南省
201107,20708.4069,32.8,5760.8278,26.8,1759.0117,37.5,河南省
201108,21654.3157,32.9,6612.8757,32.1,2040.2202,28.2,河南省
201109,22664.2683,30.8,7548.0247,32.3,2429.4801,29.6,河南省
201110,23422.8218,30.3,8255.4008,30.8,2812.6051,30.9,河南省
201111,24460.3886,29.0,9037.4355,24.1,3219.4937,26.1,河南省
201112,25280.9513,24.0,9823.233,14.1,5307.1291,19.9,河南省
201201,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201202,19706.5845,28.0,1171.3038,41.9,349.437,177.1,河南省
201203,20253.4942,22.0,2554.6395,17.5,757.342,95.2,河南省
201204,21075.0751,18.8,3520.1268,18.5,1184.2982,65.2,河南省
201205,22091.1846,20.5,4209.9407,12.4,1498.5816,60.2,河南省
201206,23563.4858,19.3,5405.7174,10.9,1845.6187,31.5,河南省
201207,24391.7052,17.8,6085.6614,5.6,2247.1964,27.8,河南省
201208,25527.0364,17.9,7074.3298,7.0,2572.1742,26.1,河南省
201209,26326.1471,16.2,7804.0849,3.4,2976.4082,22.5,河南省
201210,27294.6996,16.5,8622.4562,4.4,3374.3013,20.0,河南省
201211,28515.7131,16.6,9619.2512,6.4,3745.1929,16.3,河南省
201212,29559.3645,16.6,10515.1091,6.3,5870.543,6.2,河南省
201301,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201302,23081.0194,17.1,1211.7046,3.4,541.5038,55.0,河南省
201303,24138.9647,19.2,2250.7998,-11.9,1015.8691,34.1,河南省
201304,25211.4661,19.6,3345.8718,-5.0,1298.2101,9.6,河南省
201305,26378.1199,19.4,4284.1501,1.8,1627.9746,8.6,河南省
201306,27858.6049,18.2,5406.4347,0.0,2064.7282,11.9,河南省
201307,28953.8303,18.7,6368.2529,4.6,2468.1342,9.8,河南省
201308,30082.834,17.8,7248.7791,2.5,2798.3015,8.8,河南省
201309,31023.8692,17.8,8120.0674,4.0,3197.8606,7.4,河南省
201310,31842.9592,16.7,8867.7345,2.8,3597.1831,6.6,河南省
201311,33970.0996,19.1,10620.0889,10.4,4037.7172,7.8,河南省
201312,35979.3297,21.7,12465.092,18.5,5965.8658,1.6,河南省
201401,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201402,28201.741,22.2,910.3221,-24.9,498.1534,-8.0,河南省
201403,29133.0314,20.7,1603.4739,-28.8,1022.1282,0.6,河南省
201404,29477.467,16.9,1922.0356,-42.6,1321.6798,1.8,河南省
201405,30211.3431,14.5,2644.2445,-38.3,1895.9305,16.5,河南省
201406,31237.598,12.1,3734.0074,-30.9,2545.0499,23.3,河南省
201407,32226.2571,11.3,4771.1314,-25.1,2805.6877,13.7,河南省
201408,33223.2213,10.4,5628.1049,-22.4,3491.4343,24.8,河南省
201409,34647.2884,11.7,6884.1671,-15.2,3929.2006,22.9,河南省
201410,35994.726,13.0,8028.3593,-9.5,4462.427,24.1,河南省
201411,37251.2656,9.7,9210.697,-13.3,5164.222,27.9,河南省
201412,38857.6044,8.0,10586.5402,-15.1,7324.336,22.8,河南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201502,28391.5514,0.7,833.2052,-8.5,442.109,-11.3,河南省
201503,29502.0995,1.3,1596.7999,-0.4,798.1213,-21.9,河南省
201504,30367.695,3.0,2086.1807,8.5,1067.1797,-19.3,河南省
201505,31481.9642,4.2,2899.064,9.6,1351.2412,-28.7,河南省
201506,32928.3994,5.4,4220.9535,13.0,1739.386,-31.7,河南省
201507,34341.3874,6.6,5291.8592,10.9,2121.9419,-24.4,河南省
201508,35792.0712,7.7,6384.8117,13.4,2489.2586,-28.7,河南省
201509,36846.9509,6.3,7360.5585,6.9,2909.2594,-26.0,河南省
201510,38025.7859,5.6,8413.385,4.8,3421.79,-23.3,河南省
201511,39545.3296,6.2,9647.2889,4.7,4056.0073,-21.5,河南省
201512,40994.4033,5.5,10974.1249,3.7,5390.3183,-26.4,河南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201602,33598.7983,18.3,1218.1953,46.2,651.404,47.3,河南省
201603,34491.5073,16.9,2129.5254,33.4,930.0889,16.5,河南省
201604,35817.9176,17.9,3293.1278,57.9,1360.5673,27.5,河南省
201605,36846.5902,17.0,4364.6341,50.6,1700.6742,25.9,河南省
201606,38340.5776,16.4,5794.6635,37.3,2216.4783,27.4,河南省
201607,39881.5957,16.1,7314.4543,38.2,2528.1475,19.1,河南省
201608,41142.0996,14.9,8584.7582,34.5,2919.7378,17.3,河南省
201609,42820.8289,16.2,10252.9857,39.3,3439.793,18.2,河南省
201610,44407.2321,16.8,11823.4905,40.5,3971.9198,16.1,河南省
201611,46107.6325,16.6,13412.7697,39.0,4637.2582,14.3,河南省
201612,47359.5536,15.5,14669.7224,33.7,6299.4422,16.9,河南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201702,37615.3112,12.0,1468.3487,20.5,554.8255,-14.8,河南省
201703,38915.8301,12.8,2771.2189,30.1,1002.0006,7.7,河南省
201704,39846.7714,11.2,3684.8909,11.9,1300.7735,-4.4,河南省
201705,40973.4151,11.2,4813.4583,10.3,1614.9493,-5.0,河南省
201706,42662.4485,11.3,6487.4715,12.0,2122.673,-4.2,河南省
201707,43626.5157,9.4,7445.4387,1.8,2464.8397,-2.5,河南省
201708,44645.2187,8.5,8448.6307,-1.6,2715.0781,-7.0,河南省
201709,45877.6464,7.1,9679.5484,-5.6,3111.793,-9.5,河南省
201710,47084.4968,6.0,10875.098,-8.0,3572.618,-10.1,河南省
201711,48425.6862,5.0,12203.5334,-9.0,4122.0978,-11.1,河南省
201712,49942.2944,5.5,13628.7824,-7.1,6201.7069,-1.6,河南省
201801,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201802,40804.2446,8.5,1210.9061,-17.5,598.8741,7.9,河南省
201803,41811.8866,7.4,2419.6823,-12.7,1065.4351,6.3,河南省
201804,43146.8241,8.3,3747.6934,1.7,1275.6053,-1.9,河南省
201805,44534.7075,8.7,5070.7557,5.3,1566.145,-3.0,河南省
201806,46331.1177,8.6,6731.8005,3.8,1972.581,-7.1,河南省
201807,47664.1429,9.3,8027.5905,7.8,2178.3476,-11.6,河南省
201808,48752.5229,9.2,9115.9705,7.9,2633.9824,-3.0,河南省
201809,49822.4013,8.6,10175.1362,5.1,2996.57,-3.7,河南省
201810,50867.0393,8.0,11214.1553,3.1,3431.5954,-3.9,河南省
201811,52594.0693,8.6,12678.0714,3.9,4162.6147,1.0,河南省
201812,54685.557,9.5,14677.6518,7.7,6655.231,7.3,河南省
200801,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
200802,2171.94,30.7,243.35,-6.4,31.64,42.6,湖北省
200803,3879.67,24.4,759.77,-2.5,115.23,28.6,湖北省
200804,4374.69,24.1,973.38,5.7,219.21,32.2,湖北省
200805,4828.27,25.8,1219.61,11.2,264.27,24.5,湖北省
200806,5414.04,24.6,1506.27,9.7,503.32,28.6,湖北省
200807,5751.22,22.9,1660.42,4.0,580.17,15.8,湖北省
200808,6076.96,23.9,1829.08,4.5,671.93,13.9,湖北省
200809,6358.64,17.8,2000.44,3.5,745.82,5.5,湖北省
200810,6530.75,16.8,2140.98,2.7,788.94,1.0,湖北省
200811,6701.12,15.8,2267.07,-0.9,860.6,-5.7,湖北省
200812,7790.14,18.9,3112.91,7.3,2070.01,-1.4,湖北省
200901,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
200902,2480.13,14.2,303.89,24.9,90.17,184.9,湖北省
200903,4388.86,13.1,545.85,-28.2,290.66,152.3,湖北省
200904,5239.24,19.8,813.2,-16.5,397.5,81.3,湖北省
200905,5836.13,20.9,1066.85,-12.5,462.45,75.0,湖北省
200906,6657.77,23.0,1351.88,-10.2,690.28,37.1,湖北省
200907,7136.65,24.1,1610.26,-3.0,854.15,47.2,湖北省
200908,7587.11,24.9,1813.62,-0.8,1009.07,50.2,湖北省
200909,7915.49,24.5,2034.82,1.7,1122.9,50.6,湖北省
200910,8280.25,26.8,2215.1,3.5,1184.63,50.2,湖北省
200911,8523.93,27.2,2907.73,28.3,1332.73,54.9,湖北省
200912,9546.53,22.4,3975.87,27.7,2312.11,12.4,湖北省
201001,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201002,3847.24,30.1,380.89,25.3,72.95,-19.1,湖北省
201003,5717.01,30.3,861.37,57.8,360.82,24.1,湖北省
201004,6508.4,24.2,1222.68,50.4,473.05,19.0,湖北省
201005,7129.87,22.2,1677.91,57.3,651.67,40.9,湖北省
201006,7922.75,19.0,2316.19,71.3,851.01,23.3,湖北省
201007,8428.2,18.1,2755.69,71.1,1016.1,19.0,湖北省
201008,8866.35,16.9,3294.9,81.7,1091.83,8.2,湖北省
201009,9576.14,21.0,4063.08,99.7,1386.33,23.5,湖北省
201010,9942.2078,20.1,4459.2015,101.3,1586.8963,34.0,湖北省
201011,10783.0336,26.5,5036.3955,73.2,1786.5124,34.0,湖北省
201012,11620.9093,21.7,5765.5221,45.0,2558.9442,10.7,湖北省
201101,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201102,5947.4215,54.6,460.5563,20.9,117.0189,60.4,湖北省
201103,7969.6826,39.4,1032.6573,19.9,412.951,14.4,湖北省
201104,8793.6464,35.1,1500.0579,22.7,572.8032,21.1,湖北省
201105,9744.3935,36.7,2055.5884,22.5,717.1294,10.0,湖北省
201106,10618.8568,34.0,2885.8183,24.6,896.708,5.4,湖北省
201107,11395.782,35.2,3329.4728,20.8,1092.3087,7.5,湖北省
201108,11919.3229,34.4,3970.6482,20.5,1202.2157,10.1,湖北省
201109,12353.5925,29.0,4268.2946,5.1,1422.4487,2.6,湖北省
201110,12725.7134,28.0,4634.8177,3.9,1561.9798,-1.6,湖北省
201111,13078.2414,21.3,4917.7228,-2.4,1788.902,0.1,湖北省
201112,13923.9032,20.1,5605.6046,-2.1,3083.5386,21.3,湖北省
201201,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201202,9313.2953,56.6,498.3555,8.2,279.34,138.7,湖北省
201203,10992.6631,37.9,1316.0754,27.4,630.8478,52.8,湖北省
201204,11845.4745,34.7,2000.8233,33.4,774.2671,35.2,湖北省
201205,12515.702,28.4,2647.4123,28.8,964.403,34.5,湖北省
201206,13608.8857,28.2,3394.1619,17.6,1256.6828,40.1,湖北省
201207,13983.4015,22.7,3645.9835,9.5,1390.4213,27.3,湖北省
201208,14586.7072,22.4,4163.1899,4.8,1648.2198,37.1,湖北省
201209,15137.6133,22.5,4563.5345,6.9,1865.1224,31.1,湖北省
201210,15575.6334,22.4,4932.9145,6.4,2109.9601,35.1,湖北省
201211,16111.5394,23.2,5375.01,9.3,2369.5013,32.5,湖北省
201212,16819.7102,20.8,5976.0628,7.2,3273.7099,1.6,湖北省
201301,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201302,12256.819,31.6,872.2189,75.0,474.2928,69.8,湖北省
201303,13202.6143,20.1,1491.6942,13.3,670.1581,6.2,湖北省
201304,14135.5431,19.3,2191.2548,9.5,777.5247,0.4,湖北省
201305,15026.4153,20.1,2750.8499,3.9,1023.7952,6.2,湖北省
201306,16683.2849,22.6,3756.6746,10.7,1343.6335,6.9,湖北省
201307,17303.0231,23.7,4275.8499,17.3,1496.4063,7.6,湖北省
201308,17993.6967,23.4,4787.0317,15.0,1656.1598,0.5,湖北省
201309,18759.6535,23.9,5418.1136,18.7,1829.7745,-1.9,湖北省
201310,19568.6935,25.6,6185.6635,25.4,2049.5679,-2.9,湖北省
201311,20596.059,27.8,6968.045,29.6,2365.2541,-0.2,湖北省
201312,21865.814,30.0,8226.7115,37.7,3040.8434,-7.1,湖北省
201401,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201402,17361.8249,41.7,797.3153,-8.6,391.7104,-17.4,湖北省
201403,17946.87,35.9,1182.6044,-20.7,559.4057,-16.5,湖北省
201404,19022.6455,34.6,1978.7168,-9.7,727.8408,-6.4,湖北省
201405,19835.8764,32.0,2631.9542,-4.3,935.2671,-8.6,湖北省
201406,21132.3911,26.7,3694.708,-1.6,1192.1731,-11.3,湖北省
201407,21931.3347,26.7,4325.6688,1.2,1347.5926,-9.9,湖北省
201408,22768.9853,26.5,4936.722,3.1,1464.6868,-11.6,湖北省
201409,23461.979,25.1,5415.6131,0.0,1731.4019,-5.4,湖北省
201410,24339.1458,24.4,6100.8442,-1.4,1887.8847,-7.9,湖北省
201411,25208.6694,22.4,6813.7011,-2.2,2193.3563,-7.3,湖北省
201412,26321.9893,20.4,7598.6905,-7.6,3431.1751,12.8,湖北省
201501,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201502,20228.6644,16.5,521.2248,-34.6,228.4136,-41.7,湖北省
201503,20862.5493,16.2,982.1827,-16.9,533.3563,-4.7,湖北省
201504,21265.7265,11.8,1396.1947,-29.4,638.5581,-12.3,湖北省
201505,21903.7487,10.4,1910.2563,-27.4,777.8196,-16.8,湖北省
201506,22883.0161,8.3,2655.1125,-28.1,977.7696,-18.0,湖北省
201507,23672.4333,7.9,3250.838,-24.8,1211.563,-10.1,湖北省
201508,24434.128,7.3,3868.4031,-21.6,1377.1691,-6.0,湖北省
201509,25694.0063,9.5,4665.9059,-13.8,1708.1934,-1.3,湖北省
201510,26551.4013,9.1,5341.2726,-12.5,1936.8159,2.6,湖北省
201511,27281.2216,8.2,5956.961,-12.6,2154.3566,-1.8,湖北省
201512,28296.2833,7.5,6734.6651,-11.4,2785.1703,-18.8,湖北省
201601,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201602,24078.6232,19.0,611.6377,17.3,496.178,117.2,湖北省
201603,24527.0323,17.6,1038.8694,5.8,695.7245,30.4,湖北省
201604,25263.3977,18.8,1846.8436,32.3,826.3512,29.4,湖北省
201605,25934.9394,18.4,2493.5874,30.5,999.6363,28.5,湖北省
201606,26191.8808,14.5,3149.3433,18.6,1245.0829,27.3,湖北省
201607,26896.8126,13.6,3843.3842,18.2,1547.1123,27.7,湖北省
201608,27419.3516,12.2,4367.7304,12.9,1737.3518,26.2,湖北省
201609,28021.6151,9.1,4900.2139,5.0,2038.0867,19.3,湖北省
201610,28566.6948,7.6,5436.0455,1.8,2259.0952,16.6,湖北省
201611,29143.4318,6.8,6009.8732,0.9,2521.828,17.1,湖北省
201612,29879.8806,5.6,6850.1007,1.7,3127.4942,12.3,湖北省
201701,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201702,24022.2964,-0.2,984.736,61.0,574.2712,15.7,湖北省
201703,24583.8376,0.2,1572.8942,51.4,820.9158,18.0,湖北省
201704,25393.9083,0.5,2371.7351,28.4,1007.0525,21.9,湖北省
201705,26070.7257,0.5,3035.4894,21.7,1186.5513,18.7,湖北省
201706,27025.1803,3.2,4084.4739,29.7,1708.7696,37.2,湖北省
201707,27600.325,2.6,4655.0135,21.1,1994.5596,28.9,湖北省
201708,28151.371,2.7,5201.2132,19.1,2146.5219,23.6,湖北省
201709,28702.2609,2.4,5749.4585,17.3,2307.0141,13.2,湖北省
201710,29205.0818,2.2,6251.929,15.0,2517.7107,11.4,湖北省
201711,29907.9662,2.6,6951.4136,15.7,2754.7739,9.2,湖北省
201712,30510.4804,2.1,7771.8652,13.5,3219.7235,2.9,湖北省
201801,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201802,24752.5037,3.0,932.5651,-5.3,614.9157,7.1,湖北省
201803,24914.5206,1.3,1747.0084,11.1,959.3529,16.9,湖北省
201804,25391.0445,0.0,2301.268,-3.0,1106.0453,9.8,湖北省
201805,25937.7679,-0.5,2943.2879,-3.0,1290.9323,8.8,湖北省
201806,26830.7457,-0.7,3867.8223,-5.3,1556.5684,-8.9,湖北省
201807,27526.7359,-0.3,4558.307,-2.1,1687.6462,-15.4,湖北省
201808,28180.7421,0.1,5212.3132,0.2,1786.9854,-16.7,湖北省
201809,29036.4462,1.2,6064.0562,5.5,1866.2959,-19.1,湖北省
201810,29744.6437,1.8,6725.3791,7.6,1998.5635,-20.6,湖北省
201811,30745.3932,2.8,7704.3696,10.8,2178.4986,-20.9,湖北省
201812,31315.5975,2.6,8495.3226,9.3,2773.9909,-13.8,湖北省
200801,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
200802,3991.6,39.0,516.42,-11.0,136.06,80.5,湖南省
200803,5431.56,31.0,1003.04,16.8,348.1,42.3,湖南省
200804,6378.55,36.0,1512.32,28.5,494.79,47.3,湖南省
200805,7107.58,38.9,1929.85,43.7,626.71,30.0,湖南省
200806,7646.69,34.0,2361.12,34.3,781.78,25.2,湖南省
200807,8062.74,32.8,2613.76,27.4,921.27,28.0,湖南省
200808,8404.83,34.0,2846.14,27.7,1038.06,25.0,湖南省
200809,8751.32,28.8,3044.21,20.1,1222.39,26.8,湖南省
200810,9053.62,26.0,3259.42,18.5,1420.81,23.8,湖南省
200811,9402.84,26.5,3465.42,19.3,1591.51,23.0,湖南省
200812,9880.52,21.1,3813.86,7.1,2041.17,-0.7,湖南省
200901,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
200902,5627.38,41.0,641.44,24.2,317.63,133.5,湖南省
200903,7715.72,42.1,1072.57,6.9,593.64,70.5,湖南省
200904,8491.94,33.1,1320.1,-12.7,778.89,57.4,湖南省
200905,9081.94,27.8,1538.87,-20.3,948.26,51.3,湖南省
200906,9520.74,24.5,1843.0,-21.9,1110.07,42.0,湖南省
200907,10059.15,24.8,2154.2,-17.6,1314.7,42.7,湖南省
200908,10592.26,26.0,2326.87,-18.2,1516.58,46.1,湖南省
200909,11296.63,29.1,2649.69,-13.0,1754.33,43.5,湖南省
200910,11969.39,32.2,3018.05,-7.4,1950.31,37.3,湖南省
200911,12638.87,34.4,3795.47,9.5,2265.71,42.4,湖南省
200912,13726.69,28.1,5312.82,25.6,2965.17,23.9,湖南省
201001,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201002,9735.08,70.8,777.42,21.2,361.35,28.3,湖南省
201003,11280.95,46.2,1630.47,52.0,565.85,-4.7,湖南省
201004,12121.47,42.7,2244.25,70.0,739.61,-5.0,湖南省
201005,12500.99,37.6,2563.68,66.6,894.71,-5.6,湖南省
201006,13322.92,39.9,3315.94,79.9,1091.0,-1.7,湖南省
201007,13976.52,38.9,3795.28,76.2,1207.68,-8.1,湖南省
201008,14427.67,36.2,4179.89,79.6,1363.93,-10.1,湖南省
201009,14898.92,31.9,4630.74,74.8,1616.38,-7.9,湖南省
201010,15364.4081,28.4,5079.8585,68.3,1790.7987,-8.2,湖南省
201011,16016.946,26.7,5673.2981,49.5,2011.8055,-11.2,湖南省
201012,16819.4632,22.5,6460.8968,21.4,3350.5081,13.0,湖南省
201101,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201102,13757.6508,41.3,672.1445,-13.5,481.9472,33.4,湖南省
201103,14852.5286,31.7,1652.5081,1.4,810.2266,43.2,湖南省
201104,15719.7322,29.7,2448.3265,9.1,989.6567,33.8,湖南省
201105,16514.3601,32.1,3183.3967,24.2,1291.4142,44.3,湖南省
201106,17170.1223,28.9,3717.7048,12.1,1595.816,46.3,湖南省
201107,17787.107,27.3,4287.6397,13.0,1783.892,47.7,湖南省
201108,18329.4783,27.0,4806.8761,15.0,1954.9998,43.3,湖南省
201109,19107.7452,28.2,5558.7334,20.0,2189.0258,35.4,湖南省
201110,19551.3477,27.3,5992.2472,18.0,2417.926,35.0,湖南省
201111,20197.7801,26.1,6664.2182,17.5,2720.7686,35.2,湖南省
201112,20746.3226,23.5,7178.8561,11.4,3933.9724,17.5,湖南省
201201,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201202,15927.868,15.8,1240.1803,84.5,872.9778,81.1,湖南省
201203,15386.8477,3.6,1867.6369,13.0,1170.1572,44.4,湖南省
201204,15887.1078,1.1,2384.8163,-2.6,1372.2858,38.7,湖南省
201205,16768.4475,1.5,2974.7395,-6.6,1644.5107,27.3,湖南省
201206,17305.2714,0.8,3356.2047,-9.7,1977.55,23.9,湖南省
201207,17867.2296,0.5,3833.6768,-10.6,2217.7797,24.3,湖南省
201208,18617.3315,1.6,4472.4028,-7.0,2443.1531,25.0,湖南省
201209,19053.2576,-0.3,4829.0956,-13.1,2692.687,23.0,湖南省
201210,19615.2085,0.3,5224.0258,-12.8,2968.268,22.8,湖南省
201211,20450.319,1.3,5899.0267,-11.5,3319.31,22.0,湖南省
201212,21356.8869,5.0,6631.6182,-9.4,4457.9657,7.5,湖南省
201301,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201302,16388.6479,2.9,1157.3672,-6.7,675.5834,-22.6,湖南省
201303,17388.4622,13.0,1821.1983,-2.5,1014.5733,-13.3,湖南省
201304,18049.3753,13.6,2374.6306,-0.4,1164.5883,-15.1,湖南省
201305,18991.0424,13.3,3140.8942,5.6,1392.8673,-15.3,湖南省
201306,20059.1956,15.9,4071.7698,21.3,1711.716,-13.4,湖南省
201307,20873.9057,16.8,4786.2435,24.8,1979.8026,-10.7,湖南省
201308,21732.9548,16.7,5431.9129,21.5,2281.9181,-6.6,湖南省
201309,22291.8718,17.0,6111.1542,26.5,2662.2947,-1.1,湖南省
201310,22803.3628,16.3,6570.3901,25.8,2912.9728,-1.9,湖南省
201311,24385.2763,19.2,7883.532,33.6,3336.8799,0.5,湖南省
201312,25400.0906,18.9,8869.1284,33.7,4593.7631,3.0,湖南省
201401,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201402,19411.5404,18.4,955.0888,-17.5,647.8044,-4.1,湖南省
201403,20071.0906,15.4,1417.4374,-22.2,912.2095,-10.1,湖南省
201404,20543.5562,13.8,1756.4113,-26.0,1118.5135,-4.0,湖南省
201405,21761.0354,14.6,2503.2255,-20.3,1323.2977,-5.0,湖南省
201406,22981.6357,14.6,3446.5968,-15.4,1620.2998,-5.3,湖南省
201407,23895.7638,14.5,4165.4793,-13.0,1821.0266,-8.0,湖南省
201408,24166.5638,11.2,4725.6605,-13.0,2133.9259,-6.5,湖南省
201409,25084.3667,12.5,5639.5022,-7.7,2439.6996,-8.4,湖南省
201410,25956.9905,13.8,6461.8752,-1.7,2713.9721,-6.8,湖南省
201411,27075.645,11.0,7474.5868,-5.2,3079.2435,-7.7,湖南省
201412,27747.7488,9.2,8067.0497,-9.0,4022.888,-12.4,湖南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201502,22155.6572,14.1,721.4414,-24.5,443.926,-31.5,湖南省
201503,22589.5554,12.5,1131.0063,-20.2,789.6568,-13.4,湖南省
201504,23163.8807,12.8,1595.5201,-9.2,987.9079,-11.7,湖南省
201505,23648.4003,8.7,2160.8889,-13.7,1218.9121,-7.9,湖南省
201506,24368.8041,6.0,2764.3709,-19.8,1449.0984,-10.6,湖南省
201507,24938.8831,4.4,3277.9414,-21.3,1674.1161,-8.1,湖南省
201508,25469.7923,5.4,3698.0818,-21.7,1830.5319,-14.2,湖南省
201509,26460.8217,5.5,4443.1021,-21.2,2231.4359,-8.5,湖南省
201510,27244.6121,5.0,5063.4994,-21.6,2551.8011,-6.0,湖南省
201511,27942.5177,3.2,5733.9218,-23.3,3172.3359,3.0,湖南省
201512,28322.1312,2.1,6394.5825,-20.7,3969.9606,-1.3,湖南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201602,23520.4489,6.2,639.8649,-11.3,589.7756,32.9,湖南省
201603,24307.9553,7.6,1191.0514,5.3,946.4797,19.9,湖南省
201604,24937.4451,7.7,1816.5219,13.9,1444.2681,46.2,湖南省
201605,25542.8866,8.0,2447.0992,13.2,1747.1187,43.3,湖南省
201606,26388.0254,8.3,3288.487,19.0,2061.5774,42.3,湖南省
201607,26885.3975,7.8,3868.4302,18.0,2378.8426,42.1,湖南省
201608,27543.5715,8.1,4526.6042,22.4,2531.4934,38.3,湖南省
201609,28215.9732,6.6,5209.2556,17.2,2736.4119,22.6,湖南省
201610,28943.9868,6.2,5937.2692,17.3,3104.3199,21.7,湖南省
201611,29585.5413,5.9,6578.8237,14.7,3468.0338,9.3,湖南省
201612,30139.3782,6.4,7472.5588,16.9,4533.736,14.2,湖南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201702,24644.6225,4.8,698.3651,9.1,655.8446,11.2,湖南省
201703,25232.626,3.8,1393.2847,17.0,975.888,3.1,湖南省
201704,26035.4399,4.4,2204.3241,21.3,1205.8717,-16.5,湖南省
201705,26478.8013,3.7,2636.7668,7.8,1498.8133,-14.2,湖南省
201706,27104.4276,2.7,3253.0566,-1.1,1790.649,-13.1,湖南省
201707,27896.3953,3.8,4054.4411,4.8,2072.1031,-12.9,湖南省
201708,28603.7764,3.8,4750.8195,5.0,2396.949,-5.3,湖南省
201709,29379.4112,4.1,5513.5823,5.8,2594.5944,-5.2,湖南省
201710,30108.5958,4.0,6242.7669,5.1,2886.7785,-7.0,湖南省
201711,31022.3378,4.9,7183.9366,9.2,3310.9418,-4.5,湖南省
201712,31691.1934,5.1,8235.9074,10.2,4084.0499,-9.9,湖南省
201801,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201802,26338.0225,6.9,983.3538,40.8,714.0394,8.9,湖南省
201803,27145.9888,7.6,1842.3616,32.2,1053.5262,8.0,湖南省
201804,28048.3554,7.7,2707.5083,22.8,1233.9936,2.3,湖南省
201805,28793.4452,8.7,3442.6668,30.6,1345.4911,-10.2,湖南省
201806,30050.0337,10.9,4555.8299,40.0,1639.8739,-8.4,湖南省
201807,30936.161,10.9,5899.4012,45.5,2074.0358,0.1,湖南省
201808,32001.0381,11.9,6955.0818,46.4,2219.9181,-7.4,湖南省
201809,32992.9413,12.3,7946.985,44.1,2443.3124,-5.8,湖南省
201810,33834.1467,12.4,8788.1904,40.8,2810.5984,-2.6,湖南省
201811,34935.7939,12.6,9980.9857,38.9,3263.4172,-1.4,湖南省
201812,35781.5302,12.9,11127.6548,35.1,4160.9809,1.9,湖南省
200801,0.0,0.0,0.0,0.0,0.0,0.0,广东省
200802,14462.15,42.4,1653.33,46.7,607.62,94.7,广东省
200803,16516.0,32.0,2610.41,35.8,918.39,44.6,广东省
200804,17465.25,29.5,3049.08,29.7,1098.86,19.5,广东省
200805,18492.18,28.6,3715.24,24.2,1307.89,13.5,广东省
200806,19415.52,27.0,4191.28,18.5,1558.97,4.0,广东省
200807,19994.26,23.5,4575.85,8.5,1906.74,10.2,广东省
200808,20529.76,22.7,4992.74,7.0,2105.55,5.1,广东省
200809,21128.19,21.7,5272.52,2.4,2311.2,4.4,广东省
200810,21538.97,19.8,5562.16,-0.9,2525.52,4.3,广东省
200811,22151.69,18.6,5958.8,-2.4,2948.74,7.6,广东省
200812,22992.63,12.9,6505.62,-12.2,4359.24,2.3,广东省
200901,0.0,0.0,0.0,0.0,0.0,0.0,广东省
200902,13370.86,-7.5,800.45,-51.6,604.99,-0.4,广东省
200903,16791.84,1.7,1263.62,-51.6,1028.41,12.0,广东省
200904,17938.07,2.7,1521.63,-50.1,1273.74,15.9,广东省
200905,18833.61,1.8,1835.87,-50.6,1563.98,19.6,广东省
200906,19571.67,0.8,2297.68,-45.2,1838.06,17.9,广东省
200907,20111.12,0.6,2589.17,-43.4,2235.75,17.3,广东省
200908,20886.73,1.7,3135.18,-37.2,2536.99,20.5,广东省
200909,21808.71,3.2,3715.55,-29.5,2886.38,24.9,广东省
200910,22442.91,4.2,4227.39,-24.0,3153.77,24.9,广东省
200911,23154.01,4.5,5066.63,-15.0,3387.85,14.9,广东省
200912,24719.87,4.4,6262.46,-4.5,4695.13,-7.3,广东省
