月份,商业营业用房施工面积_累计值,商业营业用房施工面积_累计增长,商业营业用房新开工施工面积_累计值,商业营业用房新开工施工面积_累计增长,商业营业用房竣工面积_累计值,商业营业用房竣工面积_累计增长,地区
201205,1318.6081,7.9,270.2491,-20.9,81.8364,55.8,湖北省
201206,1410.3136,5.9,325.661,-24.3,114.081,72.0,湖北省
201207,1451.7961,0.8,348.4994,-30.1,131.3492,75.7,湖北省
201208,1517.6926,4.3,416.2499,-18.9,150.9075,91.4,湖北省
201209,1585.5006,5.3,463.6762,-16.9,168.3319,65.0,湖北省
201210,1609.4222,5.4,500.1443,-14.4,196.9195,55.3,湖北省
201211,1686.0922,8.6,557.0281,-8.0,222.3601,57.0,湖北省
201212,1760.4372,7.4,615.3454,-11.8,300.1854,2.0,湖北省
201301,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201302,1322.1908,15.0,72.1784,19.6,58.8531,101.9,湖北省
201303,1475.583,28.6,175.2827,39.4,90.56,52.9,湖北省
201304,1590.8727,31.7,231.0788,16.7,93.0516,38.4,湖北省
201305,1686.0474,27.9,287.6021,6.4,119.1774,45.6,湖北省
201306,1910.8468,35.5,404.9973,24.4,150.7917,32.2,湖北省
201307,1983.0123,36.6,464.4913,33.3,170.338,29.7,湖北省
201308,2111.3974,39.1,549.2477,32.0,181.2624,20.1,湖北省
201309,2231.1791,40.7,673.1391,45.2,202.6019,20.4,湖北省
201310,2309.0838,43.5,747.4228,49.4,212.0087,7.7,湖北省
201311,2424.0302,43.8,843.1483,51.4,241.9323,8.8,湖北省
201312,2584.2873,46.8,1022.1554,66.1,328.6795,9.5,湖北省
201401,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201402,2084.257,57.6,95.4456,32.2,58.4402,-0.7,湖北省
201403,2248.3065,52.4,154.6466,-11.8,86.7738,-4.2,湖北省
201404,2387.8933,50.1,256.5496,11.0,104.1294,11.9,湖北省
201405,2477.5814,46.9,333.4772,16.0,120.6816,1.3,湖北省
201406,2642.9858,38.3,480.9786,18.8,146.1716,-3.1,湖北省
201407,2791.189,40.8,564.9256,21.6,155.5574,-8.7,湖北省
201408,2929.7691,38.8,661.7951,20.5,165.5048,-8.7,湖北省
201409,2995.2762,34.2,708.908,5.3,207.8731,2.6,湖北省
201410,3100.476,34.3,773.7569,3.5,220.0664,3.8,湖北省
201411,3201.2254,32.1,847.6554,0.5,255.4344,5.6,湖北省
201412,3347.1278,29.5,958.7998,-6.2,389.9143,18.6,湖北省
201501,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201502,2652.5582,27.3,88.8137,-6.9,45.2046,-22.6,湖北省
201503,2683.7838,19.4,157.6433,1.9,76.3425,-12.0,湖北省
201504,2738.1829,14.7,191.0498,-25.5,83.381,-19.9,湖北省
201505,2855.385,15.2,275.0072,-17.5,108.0524,-10.5,湖北省
201506,3054.1941,15.6,417.106,-13.3,148.5499,1.6,湖北省
201507,3223.2376,15.5,540.6627,-4.3,174.8762,12.4,湖北省
201508,3305.0475,12.8,609.1485,-8.0,189.8925,14.7,湖北省
201509,3440.1317,14.9,682.1478,-3.8,230.9027,11.1,湖北省
201510,3559.3654,14.8,774.3723,0.1,278.4075,26.5,湖北省
201511,3654.1335,14.1,825.56,-2.6,333.8228,30.7,湖北省
201512,3747.7528,12.0,892.3684,-6.9,387.0727,-0.7,湖北省
201601,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201602,3158.106,19.1,73.5193,-17.2,77.3103,71.0,湖北省
201603,3213.012,19.7,136.7481,-13.3,105.218,37.8,湖北省
201604,3331.9462,21.7,260.6877,36.5,126.8302,52.1,湖北省
201605,3462.5559,21.3,391.1972,42.2,146.3968,35.5,湖北省
201606,3457.8751,13.2,463.4132,11.1,180.0482,21.2,湖北省
201607,3551.154,10.2,528.9194,-2.2,207.6482,18.7,湖北省
201608,3631.1326,9.9,608.8778,0.0,219.4536,15.6,湖北省
201609,3715.2399,8.0,679.024,-0.5,293.8569,27.3,湖北省
201610,3772.6651,6.0,735.5216,-5.0,362.2459,30.1,湖北省
201611,3814.8586,4.4,779.4325,-5.6,405.4042,21.4,湖北省
201612,3873.1511,3.3,872.2818,-2.3,466.5221,20.5,湖北省
201701,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201702,3065.7037,-2.9,177.8951,142.0,73.3326,-5.1,湖北省
201703,3159.8482,-1.7,276.7845,102.4,120.8146,14.8,湖北省
201704,3207.995,-3.7,324.6715,24.5,141.2419,11.4,湖北省
201705,3285.5082,-5.1,396.2227,1.3,178.4205,21.9,湖北省
201706,3404.3292,-1.5,504.1837,8.8,239.9751,33.3,湖北省
201707,3475.4988,-2.1,576.478,9.0,295.0989,42.1,湖北省
201708,3556.8788,-2.0,662.235,8.8,313.3576,42.8,湖北省
201709,3620.3435,-2.6,722.1038,6.3,330.6943,12.5,湖北省
201710,3680.1165,-2.5,784.2125,6.6,362.3927,0.0,湖北省
201711,3724.8296,-2.4,830.9435,6.6,416.285,2.7,湖北省
201712,3761.835,-2.9,903.2433,3.5,474.6052,1.7,湖北省
201801,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201802,2965.6276,-3.3,82.1639,-53.8,70.1587,-4.3,湖北省
201803,2998.5493,-5.1,158.8005,-42.6,101.4041,-16.1,湖北省
201804,3047.0242,-5.0,215.6116,-33.6,131.5832,-6.8,湖北省
201805,3085.2445,-6.1,252.8916,-36.2,168.0035,-5.8,湖北省
201806,3127.8995,-8.1,296.9762,-41.1,200.5257,-16.4,湖北省
201807,3200.0868,-7.9,368.5815,-36.1,214.9817,-27.1,湖北省
201808,3253.606,-8.5,424.086,-36.0,217.8005,-30.5,湖北省
201809,3318.6576,-8.3,489.0487,-32.3,219.8727,-33.5,湖北省
201810,3368.3023,-8.5,537.7837,-31.4,232.4494,-35.9,湖北省
201811,3443.1686,-7.6,610.4171,-26.5,244.1465,-41.4,湖北省
201812,3448.7237,-8.3,678.2402,-24.9,352.4641,-25.7,湖北省
200801,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
200802,468.07,9.1,56.61,-9.3,16.6,26.1,湖南省
200803,663.82,16.6,118.25,25.2,45.54,47.3,湖南省
200804,735.5,10.7,163.02,-2.1,68.43,46.0,湖南省
200805,803.13,13.2,186.97,1.9,87.83,34.2,湖南省
200806,866.55,8.7,231.93,1.3,105.62,27.5,湖南省
200807,884.35,7.1,241.4,-3.7,112.49,18.4,湖南省
200808,915.7,3.7,255.55,-10.0,126.62,2.7,湖南省
200809,934.81,-2.1,270.88,-20.0,143.37,4.1,湖南省
200810,972.04,-1.4,290.04,-19.0,156.82,1.5,湖南省
200811,987.83,-3.6,301.8,-19.5,170.33,1.8,湖南省
200812,1039.0,-5.4,325.5,-22.4,214.53,-18.4,湖南省
200901,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
200902,532.48,13.8,74.27,31.2,25.17,51.6,湖南省
200903,746.44,12.4,117.01,-1.0,46.16,1.4,湖南省
200904,820.42,11.5,139.68,-14.3,62.25,-9.0,湖南省
200905,874.91,8.9,159.48,-14.7,89.7,2.1,湖南省
200906,933.49,7.7,194.2,-16.3,101.3,-4.1,湖南省
200907,976.57,10.4,218.36,-9.5,119.49,6.2,湖南省
200908,1011.37,10.4,241.97,-5.3,139.62,10.3,湖南省
200909,1064.49,13.9,271.9,0.4,154.59,7.8,湖南省
200910,1110.04,14.2,298.13,2.8,172.96,10.3,湖南省
200911,1175.29,19.0,374.59,24.1,187.1,9.8,湖南省
200912,1265.99,8.8,493.5,37.3,245.24,3.0,湖南省
201001,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201002,982.68,81.7,61.61,-17.0,42.33,124.8,湖南省
201003,1078.64,44.5,115.84,-1.0,57.64,24.9,湖南省
201004,1138.27,38.7,163.91,17.3,74.47,19.6,湖南省
201005,1171.74,33.9,195.47,22.6,81.63,-9.0,湖南省
201006,1251.92,34.1,262.54,35.2,95.79,-5.4,湖南省
201007,1287.62,31.9,304.17,39.3,105.39,-11.8,湖南省
201008,1337.8,32.3,348.67,44.1,129.64,-7.1,湖南省
201009,1377.64,29.4,384.78,41.5,163.46,5.7,湖南省
201010,1423.7199,28.3,433.7144,45.5,182.4121,5.5,湖南省
201011,1473.1448,25.3,481.6326,28.6,191.3406,2.3,湖南省
201012,1550.0985,22.4,557.5446,13.0,284.9469,16.2,湖南省
201101,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201102,1264.9652,28.7,42.4536,-31.1,36.5777,-13.6,湖南省
201103,1366.2406,26.7,139.4729,20.4,69.3971,20.4,湖南省
201104,1433.3336,25.9,206.4149,25.9,82.0057,10.1,湖南省
201105,1500.1903,28.0,262.9339,34.5,103.6104,26.9,湖南省
201106,1553.5421,24.1,311.6066,18.7,134.1455,40.0,湖南省
201107,1633.983,26.9,385.1072,26.6,146.5266,39.0,湖南省
201108,1719.5923,28.5,474.6503,36.1,161.8468,24.8,湖南省
201109,1790.0908,29.9,539.4034,40.2,178.2589,9.1,湖南省
201110,1823.6309,28.1,577.5288,33.2,199.1647,9.2,湖南省
201111,1891.9875,28.4,646.2229,34.2,225.1661,17.7,湖南省
201112,1955.2635,26.1,702.6064,26.0,356.1835,25.0,湖南省
201201,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201202,1499.7224,18.6,122.5548,188.7,97.5089,166.6,湖南省
201203,1464.721,7.2,198.9254,42.6,114.2638,64.7,湖南省
201204,1514.1362,5.6,234.7094,13.7,132.8114,62.0,湖南省
201205,1635.5206,9.0,299.8975,14.1,154.6683,49.3,湖南省
201206,1629.5228,4.9,363.9432,16.8,208.3326,55.3,湖南省
201207,1662.2129,1.7,396.2328,2.9,224.5018,53.2,湖南省
201208,1766.7737,2.7,467.3371,-1.5,238.2708,47.2,湖南省
201209,1829.2215,2.2,513.0116,-4.9,265.061,48.7,湖南省
201210,1879.5806,3.1,553.6317,-4.1,292.4106,46.8,湖南省
201211,1965.3673,3.9,618.2887,-4.3,336.2989,49.4,湖南省
201212,2079.914,9.8,712.6838,-0.1,443.8815,14.0,湖南省
201301,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201302,1556.8065,3.8,82.5241,-32.7,58.5616,-39.9,湖南省
201303,1677.1751,14.5,156.1587,-21.5,89.3272,-21.8,湖南省
201304,1734.8763,14.6,205.2342,-12.6,105.5288,-20.5,湖南省
201305,1844.8803,12.8,302.9658,1.0,120.0155,-22.4,湖南省
201306,1951.1294,19.7,373.7567,2.7,159.2431,-23.6,湖南省
201307,2038.6924,22.6,450.8405,13.8,178.5482,-20.5,湖南省
201308,2091.7697,18.4,489.6078,4.8,203.2901,-14.7,湖南省
201309,2185.5223,19.5,580.3369,13.1,244.136,-7.9,湖南省
201310,2245.5996,19.5,630.2453,13.8,263.7506,-9.8,湖南省
201311,2510.1377,27.7,840.8571,36.0,317.6168,-5.6,湖南省
201312,2578.0676,24.0,920.4162,29.1,413.3294,-6.9,湖南省
201401,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201402,2081.234,33.7,133.1516,61.3,63.3489,8.2,湖南省
201403,2187.2666,30.4,185.4054,18.7,91.2223,2.1,湖南省
201404,2234.7635,28.8,213.4872,4.0,109.1329,3.4,湖南省
201405,2369.3122,28.4,317.2087,4.7,122.5945,2.1,湖南省
201406,2491.76,27.7,452.7719,21.1,147.7022,-7.2,湖南省
201407,2594.3249,27.3,534.5143,18.6,166.7834,-6.6,湖南省
201408,2704.2194,29.3,644.1,31.6,213.1554,4.9,湖南省
201409,2857.7399,30.8,789.9626,36.1,245.3557,0.5,湖南省
201410,3004.0177,33.8,931.132,47.7,291.3798,10.5,湖南省
201411,3136.202,24.9,1053.3399,25.3,315.8189,-0.6,湖南省
201412,3253.4276,26.2,1142.3705,24.1,435.2302,5.3,湖南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201502,2679.0564,28.7,86.9336,-34.7,37.2936,-41.1,湖南省
201503,2719.8589,24.3,137.5887,-25.8,86.9094,-4.7,湖南省
201504,2779.8107,24.4,193.5362,-9.3,99.3063,-9.0,湖南省
201505,2819.0461,19.0,261.1153,-17.7,125.1849,2.1,湖南省
201506,2928.5857,17.5,340.69,-24.8,149.7957,1.4,湖南省
201507,3004.5761,15.8,406.7611,-23.9,162.6249,-2.5,湖南省
201508,3113.2871,15.1,486.0383,-24.5,170.4909,-20.0,湖南省
201509,3232.1063,13.1,614.0122,-22.3,224.1051,-8.7,湖南省
201510,3334.0898,11.0,686.8687,-26.2,269.0625,-7.7,湖南省
201511,3441.9262,9.7,789.9966,-25.0,337.1392,6.8,湖南省
201512,3500.3163,7.6,891.7681,-21.9,408.8192,-6.1,湖南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201602,3036.9554,13.4,116.169,33.6,48.5682,30.2,湖南省
201603,3210.183,18.0,232.6453,69.1,97.9238,12.7,湖南省
201604,3272.4842,17.7,296.6619,53.3,154.5214,55.6,湖南省
201605,3378.6577,19.9,405.4527,55.3,185.9453,48.5,湖南省
201606,3487.2345,19.1,506.4,48.6,226.1524,51.0,湖南省
201607,3596.2311,19.7,613.339,50.8,252.3349,55.2,湖南省
201608,3708.0413,19.1,726.1848,49.4,275.5693,61.6,湖南省
201609,3837.8147,18.7,853.074,38.9,311.9255,39.2,湖南省
201610,3961.6358,18.8,976.2886,42.1,347.3277,29.1,湖南省
201611,4038.6056,17.3,1052.1335,33.2,421.0599,24.9,湖南省
201612,4104.1883,17.3,1171.0215,31.3,515.5397,26.1,湖南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201702,3459.8781,13.9,71.7643,-38.2,82.9927,70.9,湖南省
201703,3519.1158,9.6,146.3201,-37.1,118.821,21.3,湖南省
201704,3609.8781,10.3,236.4648,-20.3,140.751,-8.9,湖南省
201705,3671.5968,8.7,298.6274,-26.3,185.5964,-0.2,湖南省
201706,3744.6409,7.4,371.2791,-26.7,206.8958,-8.5,湖南省
201707,3837.6924,6.7,466.5321,-23.9,267.4222,6.0,湖南省
201708,3957.8027,6.7,589.5952,-18.8,308.3192,11.9,湖南省
201709,4039.041,5.2,673.7569,-21.0,324.8864,4.2,湖南省
201710,4143.6922,4.6,772.3398,-20.9,371.0896,6.8,湖南省
201711,4250.907,5.3,880.0864,-16.4,418.4536,-0.6,湖南省
201712,4280.9363,4.3,995.2461,-15.0,485.3367,-5.9,湖南省
201801,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201802,3578.4925,3.4,103.5304,44.3,83.5966,0.7,湖南省
201803,3677.6613,4.5,216.464,47.9,127.3998,7.2,湖南省
201804,3740.92,3.6,272.7878,15.4,141.878,0.8,湖南省
201805,3813.0309,3.9,342.1403,14.6,149.7852,-19.3,湖南省
201806,3955.0154,5.6,479.3787,29.1,162.9809,-21.2,湖南省
201807,4050.7916,5.6,641.2243,37.4,243.0424,-9.1,湖南省
201808,4185.2109,5.7,775.6675,31.6,260.0876,-15.6,湖南省
201809,4274.7134,5.8,861.8444,27.9,285.3711,-12.2,湖南省
201810,4354.832,5.1,941.3842,21.9,325.6995,-12.2,湖南省
201811,4469.5194,5.1,1080.9985,22.8,385.7121,-7.8,湖南省
201812,4593.8418,7.3,1251.1001,25.7,479.631,-1.2,湖南省
200801,0.0,0.0,0.0,0.0,0.0,0.0,广东省
200802,1261.94,30.5,109.89,45.8,48.46,85.0,广东省
200803,1399.95,18.8,177.57,36.3,98.42,62.3,广东省
200804,1452.92,15.7,202.84,32.3,109.62,16.6,广东省
200805,1545.73,18.2,251.17,36.5,125.69,10.8,广东省
200806,1620.01,18.2,292.29,38.5,141.53,4.3,广东省
200807,1647.51,13.7,314.21,12.4,163.1,3.2,广东省
200808,1705.13,16.3,362.25,26.0,187.11,4.7,广东省
200809,1740.15,14.9,375.41,17.2,198.77,5.0,广东省
200810,1767.38,13.5,391.71,10.5,216.97,5.7,广东省
200811,1821.41,13.8,418.1,5.7,242.2,7.0,广东省
200812,1923.29,9.1,497.41,-5.5,349.61,1.7,广东省
200901,0.0,0.0,0.0,0.0,0.0,0.0,广东省
200902,1236.88,-2.0,61.12,-44.4,37.73,-22.1,广东省
200903,1560.78,11.5,89.0,-49.9,60.68,-38.3,广东省
200904,1704.63,17.3,125.22,-38.3,72.6,-33.8,广东省
200905,1764.15,14.1,152.4,-39.3,85.84,-31.7,广东省
200906,1838.4,13.5,182.94,-37.4,103.12,-27.1,广东省
200907,1888.05,14.6,200.68,-36.1,132.44,-18.8,广东省
200908,1935.91,13.5,239.58,-33.9,151.13,-19.2,广东省
200909,2038.17,17.1,304.46,-18.9,167.87,-15.5,广东省
200910,2087.3,18.1,341.63,-12.8,187.1,-13.8,广东省
200911,2159.6,18.6,435.18,4.1,200.82,-17.1,广东省
200912,2264.47,7.8,520.74,-1.9,332.61,-22.4,广东省
201001,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201002,1680.68,30.1,115.39,78.8,74.8,88.5,广东省
201003,1931.94,23.8,209.0,134.8,134.24,121.2,广东省
201004,1997.08,17.2,249.52,99.3,148.7,104.8,广东省
201005,2062.84,16.9,300.49,97.2,164.86,92.0,广东省
201006,2150.97,17.0,365.6,99.8,189.5,83.8,广东省
201007,2219.83,17.6,407.23,102.9,216.8,63.7,广东省
201008,2350.45,21.4,484.9,102.4,256.21,69.5,广东省
201009,2434.41,19.4,537.53,76.6,284.44,69.4,广东省
201010,2494.7212,19.5,588.1519,72.2,305.1951,63.1,广东省
201011,2537.3593,17.5,629.1786,44.6,317.9094,58.3,广东省
201012,2623.1814,14.8,692.847,33.5,448.5878,17.7,广东省
201101,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201102,2082.1837,23.9,144.1823,25.0,56.4829,-24.5,广东省
201103,2242.3936,16.1,245.6084,17.5,74.9007,-44.2,广东省
201104,2337.9105,17.1,328.8129,31.8,96.6153,-35.0,广东省
201105,2408.4189,16.8,369.4086,22.9,115.7489,-29.8,广东省
201106,2577.4202,19.8,515.3089,41.0,142.0029,-25.1,广东省
201107,2650.9062,19.4,564.0366,38.5,167.9069,-22.6,广东省
201108,2693.9701,14.6,606.4176,25.1,184.2469,-28.1,广东省
201109,2777.3154,14.1,676.4092,25.8,206.8026,-27.3,广东省
201110,2830.6516,13.5,732.8488,24.6,225.0193,-26.3,广东省
201111,2948.6392,16.2,832.9634,32.4,266.7878,-16.1,广东省
201112,3062.8632,16.8,917.9724,33.3,403.0322,-15.1,广东省
201201,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201202,2438.6855,17.1,141.0008,-2.2,58.4848,3.5,广东省
201203,2518.4663,12.3,264.7404,7.8,96.5757,28.9,广东省
201204,2584.148,10.5,322.3352,-2.0,122.5097,26.8,广东省
201205,2703.7145,12.3,422.0079,14.2,140.6203,21.5,广东省
201206,2773.8458,7.6,485.089,-5.9,167.5455,18.0,广东省
201207,2846.8274,7.4,567.6717,0.6,200.0919,19.2,广东省
201208,3036.4281,12.7,716.409,18.1,241.0562,30.8,广东省
201209,3112.6781,12.1,789.5004,16.7,284.6218,37.6,广东省
201210,3150.3123,11.3,815.9476,11.3,305.4583,35.7,广东省
201211,3261.4341,10.6,908.8574,9.1,353.6962,32.6,广东省
201212,3355.529,12.6,998.1789,11.2,473.5764,9.7,广东省
201301,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201302,2817.6775,15.5,183.0012,29.8,117.7805,101.4,广东省
201303,2911.0428,15.6,250.7662,-5.3,161.5675,67.3,广东省
201304,3012.2896,16.6,332.3764,3.1,175.8824,43.6,广东省
201305,3156.016,16.7,480.1194,13.8,199.2465,41.7,广东省
201306,3324.0811,19.8,621.0447,28.0,224.1681,33.8,广东省
201307,3444.609,21.0,674.104,18.7,249.4736,24.7,广东省
201308,3644.9392,20.0,840.9486,17.4,267.4481,10.9,广东省
201309,3793.2597,21.9,987.1621,25.0,276.7894,-2.8,广东省
201310,3933.7282,24.9,1109.2551,35.9,303.9968,-0.5,广东省
201311,4173.1986,28.0,1267.8135,39.5,336.868,-4.8,广东省
201312,4323.835,28.9,1481.5841,48.4,469.1472,-0.9,广东省
201401,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201402,3842.1584,36.4,158.3881,-13.4,77.2481,-34.4,广东省
201403,3884.4287,33.4,192.9807,-23.0,104.6836,-35.2,广东省
201404,4045.3579,34.3,343.6067,3.4,128.4813,-27.0,广东省
201405,4190.1631,32.8,451.4334,-6.0,151.614,-23.9,广东省
201406,4403.0539,32.5,568.943,-8.4,178.2123,-20.5,广东省
201407,4542.5093,31.9,708.1763,5.1,207.3599,-16.9,广东省
201408,4706.701,29.1,834.4525,-0.8,233.9401,-12.5,广东省
201409,4891.724,29.0,978.2141,-0.9,263.0401,-5.0,广东省
201410,5027.6008,27.8,1091.7406,-1.6,313.5274,3.1,广东省
201411,5189.6127,24.4,1219.5251,-3.8,357.0609,6.0,广东省
201412,5441.5897,25.9,1399.9957,-5.5,684.3837,45.9,广东省
201501,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201502,4668.0291,21.5,134.5703,-15.0,48.3247,-37.4,广东省
201503,4803.9538,23.7,300.4046,55.7,125.6835,20.1,广东省
201504,4976.6358,23.0,426.2437,24.0,124.9507,-2.7,广东省
201505,5083.3148,21.3,548.6742,21.5,137.1536,-9.5,广东省
201506,5282.5378,20.0,740.5249,30.2,158.7516,-10.9,广东省
201507,5394.9568,18.8,836.8734,18.2,175.8191,-15.2,广东省
201508,5552.0208,18.0,1008.8894,20.9,192.9336,-17.5,广东省
201509,5831.9342,19.2,1227.3376,25.5,232.0289,-11.8,广东省
201510,5941.5689,18.2,1328.1152,21.7,279.0611,-11.0,广东省
201511,6048.6376,16.6,1418.318,16.3,312.3166,-12.5,广东省
201512,6208.5423,14.1,1573.3061,12.4,504.5412,-26.3,广东省
201601,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201602,5532.1985,18.5,166.8482,24.0,118.1084,144.4,广东省
201603,5693.4757,18.5,306.1949,1.9,158.2908,25.9,广东省
201604,5796.5435,16.5,397.476,-6.7,187.7464,50.3,广东省
201605,5944.1184,16.9,545.3755,-0.6,212.257,54.8,广东省
201606,6164.6521,16.7,732.8392,-1.0,237.0996,49.4,广东省
201607,6316.0502,17.1,893.7266,6.8,262.5741,49.3,广东省
201608,6454.4938,16.3,1031.1239,2.2,290.4685,50.6,广东省
201609,6579.835,12.8,1155.5649,-5.8,325.1532,40.1,广东省
201610,6713.4585,13.0,1299.552,-2.2,343.2708,23.0,广东省
201611,6809.36,12.6,1403.9995,-1.0,424.0542,35.8,广东省
201612,7006.0044,12.8,1596.874,1.5,641.0743,27.1,广东省
201701,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201702,6267.5371,13.3,192.1899,15.2,156.5385,32.5,广东省
201703,6370.1545,11.9,292.075,-4.6,303.3245,91.6,广东省
201704,6547.5657,13.0,446.4542,12.3,376.3046,100.4,广东省
201705,6680.651,12.4,600.6152,10.1,421.5384,98.6,广东省
201706,6826.7995,10.7,728.3435,-0.6,505.1347,113.0,广东省
201707,6930.4999,9.7,829.9177,-7.1,533.4559,103.2,广东省
201708,7069.4825,9.5,965.0387,-6.4,549.5507,89.2,广东省
201709,7196.3551,9.4,1042.6941,-9.8,571.9741,75.9,广东省
201710,7347.4103,9.4,1194.7026,-8.1,606.9765,76.8,广东省
201711,7452.4169,9.4,1313.7519,-6.4,701.6197,65.5,广东省
201712,7599.4707,8.5,1481.363,-7.2,858.6641,33.9,广东省
201801,0.0,0.0,0.0,0.0,0.0,0.0,广东省
201802,6507.2283,3.8,190.6636,-0.8,203.1007,29.7,广东省
201803,6557.6744,2.9,261.8695,-10.3,244.432,-19.4,广东省
201804,6735.6806,2.9,413.8901,-7.3,265.5098,-29.4,广东省
201805,6832.2951,2.3,513.5885,-14.5,309.8267,-26.5,广东省
201806,7020.0786,2.8,716.7223,-1.6,347.402,-31.2,广东省
201807,7114.3359,2.7,813.0202,-2.0,379.2552,-28.9,广东省
201808,7262.5101,2.7,950.6576,-1.5,394.4411,-28.2,广东省
201809,7344.1181,2.1,1028.6551,-1.3,411.6955,-28.0,广东省
201810,7433.3701,1.2,1125.0948,-5.8,461.8558,-23.9,广东省
201811,7525.741,1.0,1229.6329,-6.4,513.3424,-26.8,广东省
201812,7680.9855,1.1,1403.8538,-5.2,701.1643,-18.3,广东省
200801,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
200802,457.07,20.1,39.4,197.5,7.93,81.1,广西壮族自治区
200803,516.45,11.0,51.54,41.0,21.27,75.0,广西壮族自治区
200804,548.26,9.8,66.55,17.5,28.75,51.2,广西壮族自治区
200805,568.07,7.3,83.45,20.6,37.37,37.7,广西壮族自治区
200806,601.17,3.0,116.28,30.2,41.93,15.2,广西壮族自治区
200807,621.83,4.0,128.22,29.6,46.79,15.2,广西壮族自治区
200808,640.99,5.4,134.95,29.2,53.25,23.5,广西壮族自治区
200809,656.39,-0.6,138.53,16.4,62.09,18.4,广西壮族自治区
200810,669.02,-1.7,145.59,6.5,64.55,-7.1,广西壮族自治区
200811,691.2,0.5,159.12,8.2,75.07,-1.7,广西壮族自治区
200812,739.41,3.4,184.18,2.0,125.37,-9.7,广西壮族自治区
200901,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
200902,433.49,-5.2,24.61,-37.6,11.16,40.7,广西壮族自治区
200903,556.08,7.7,45.77,-11.2,22.72,6.8,广西壮族自治区
200904,580.46,5.9,55.81,-16.1,34.31,19.3,广西壮族自治区
200905,600.74,5.8,67.26,-19.4,37.17,-0.5,广西壮族自治区
200906,640.21,6.5,90.95,-21.8,41.02,-2.2,广西壮族自治区
200907,667.69,7.4,110.33,-13.9,45.12,-3.6,广西壮族自治区
200908,687.89,7.3,119.42,-11.5,49.5,-7.0,广西壮族自治区
200909,722.24,10.0,146.65,5.9,58.41,-5.9,广西壮族自治区
200910,763.39,14.1,166.68,14.5,63.41,-1.8,广西壮族自治区
200911,793.51,14.8,226.33,42.2,71.35,-4.9,广西壮族自治区
200912,855.62,14.4,283.88,42.1,119.8,-7.6,广西壮族自治区
201001,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201002,719.6,66.0,68.89,180.0,7.96,-28.6,广西壮族自治区
201003,779.12,40.1,126.82,177.1,20.99,-7.6,广西壮族自治区
201004,792.44,36.5,138.45,148.1,26.51,-22.7,广西壮族自治区
201005,826.7,37.6,165.17,145.6,35.06,-5.7,广西壮族自治区
201006,893.65,39.6,211.56,132.6,39.5,-3.7,广西壮族自治区
201007,1006.55,50.8,301.33,173.1,43.66,-3.2,广西壮族自治区
201008,1030.17,49.8,324.61,171.8,56.36,13.9,广西壮族自治区
201009,1049.13,45.3,342.11,133.3,61.19,4.7,广西壮族自治区
201010,1074.0774,40.7,364.4702,118.7,72.1731,13.8,广西壮族自治区
201011,1088.7413,37.2,376.3951,66.3,82.6809,15.9,广西壮族自治区
201012,1111.0162,29.8,394.8533,39.1,121.8905,1.7,广西壮族自治区
201101,0.0,0.0,0.0,0.0,0.0,0.0,广西壮族自治区
201102,976.2876,35.7,38.3531,-44.3,25.5937,221.5,广西壮族自治区
201103,1003.2225,28.8,56.7577,-55.2,42.9517,104.6,广西壮族自治区
201104,1045.9136,32.0,87.0606,-37.1,57.0844,115.3,广西壮族自治区
201105,1107.7926,34.0,125.5545,-24.0,62.3029,77.7,广西壮族自治区
201106,1157.5805,29.5,161.6022,-23.6,70.7728,79.2,广西壮族自治区
201107,1160.8271,15.3,181.5489,-39.8,87.6215,100.7,广西壮族自治区
201108,1187.6597,15.3,195.2113,-39.9,103.3181,83.3,广西壮族自治区
201109,1198.9502,14.3,209.1791,-38.9,109.1176,78.3,广西壮族自治区
