月份,住宅建设投资额_累计值,住宅建设投资额_累计增长,住宅施工面积_累计值,住宅施工面积_累计增长,住宅竣工面积_累计值,住宅竣工面积_累计增长,地区
201802,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201803,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201804,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201805,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201806,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201807,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201808,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201809,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201810,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201811,0.0,0.0,0.0,0.0,0.0,0.0,山东省
201812,0.0,0.0,0.0,0.0,0.0,0.0,山东省
200801,0.0,0.0,0.0,0.0,0.0,0.0,河南省
200802,68.6921,63.8,5070.76,65.4,106.49,-33.6,河南省
200803,165.0847,57.1,7521.8042,55.7,282.0379,-1.6,河南省
200804,277.5918,53.3,8722.9916,47.9,421.4457,13.3,河南省
200805,394.4289,52.7,9442.113,43.2,587.4021,8.0,河南省
200806,540.5642,52.3,10709.7921,45.2,852.1215,10.0,河南省
200807,655.5187,49.2,11614.9024,43.7,1198.2608,21.4,河南省
200808,767.6383,48.0,12240.9274,38.6,1435.3441,14.7,河南省
200809,896.5303,47.4,12773.3785,35.8,1699.0507,8.0,河南省
200810,1016.5373,48.2,13469.6676,33.3,1901.7675,7.4,河南省
200811,1141.4146,44.1,13843.4072,28.8,2308.1495,2.8,河南省
200812,1328.1427,42.8,15644.9926,25.7,4500.7457,2.8,河南省
200901,0.0,0.0,0.0,0.0,0.0,0.0,河南省
200902,77.17,12.3,5338.93,5.3,100.98,-5.2,河南省
200903,183.0213,10.9,8213.0675,9.2,353.902,25.5,河南省
200904,308.9724,11.3,9636.8335,10.5,579.0372,37.4,河南省
200905,451.8918,14.6,11089.4453,17.4,852.7701,45.2,河南省
200906,630.1428,16.6,12471.5101,16.4,1246.5781,46.3,河南省
200907,769.807,17.4,13334.864,14.8,1526.0142,27.4,河南省
200908,903.9181,17.8,14060.9745,14.9,1918.2798,33.6,河南省
200909,1073.1904,19.7,15335.3225,20.1,2286.1892,34.6,河南省
200910,1214.1291,19.4,16118.7452,19.7,2701.8786,42.1,河南省
200911,1396.6184,22.4,16608.7612,20.0,3293.0026,42.7,河南省
200912,1594.2417,18.0,18267.7565,13.6,5121.3836,8.0,河南省
201001,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201002,97.6866,26.6,8294.4061,55.4,224.4334,122.3,河南省
201003,244.8824,33.8,11524.8192,40.3,548.7497,55.1,河南省
201004,408.2065,32.1,13190.0414,36.9,754.7901,30.4,河南省
201005,570.3121,26.2,14209.1766,28.1,1006.9138,18.1,河南省
201006,791.1501,25.6,15501.6797,24.3,1327.851,6.5,河南省
201007,956.0596,24.2,16427.8913,23.2,1515.0788,-0.7,河南省
201008,1131.7595,25.2,16972.4838,20.7,1866.2857,-2.7,河南省
201009,1336.1518,24.5,18052.0925,17.7,2250.9237,-1.5,河南省
201010,1497.4241,23.3,18761.4864,16.4,2579.4181,-4.5,河南省
201011,1730.0069,23.9,19748.1883,18.9,3020.7434,-8.3,河南省
201012,1992.0509,25.0,21287.1206,16.6,5617.9816,9.7,河南省
201101,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201102,119.6129,22.0,13333.0073,57.4,196.8822,-15.2,河南省
201103,279.0866,13.8,14723.1573,24.3,558.3298,-3.6,河南省
201104,463.9171,13.8,15928.8198,17.2,854.3398,8.4,河南省
201105,662.4251,15.8,16713.6071,13.1,1094.5461,3.3,河南省
201106,937.3763,18.9,18264.9531,12.9,1580.2421,13.0,河南省
201107,1144.1359,19.4,19504.3288,12.3,2056.4752,28.2,河南省
201108,1362.6211,20.1,21209.9736,18.0,2452.5277,23.4,河南省
201109,1625.3258,20.8,22477.9036,17.3,2924.7813,20.9,河南省
201110,1818.0667,20.1,23384.153,16.9,3370.7982,20.0,河南省
201111,2061.9334,18.3,24690.7359,17.1,4295.1857,30.0,河南省
201112,2337.9523,16.8,25755.2632,13.7,6956.5728,17.5,河南省
201201,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201202,140.278,17.3,16691.606,25.2,360.138,82.9,河南省
201203,339.0134,21.5,17436.2222,18.4,802.6276,43.8,河南省
201204,563.0684,21.4,18476.0102,16.0,1344.7247,57.4,河南省
201205,763.4463,15.3,19636.6889,17.5,1718.2347,57.0,河南省
201206,1052.3413,12.3,21582.5606,18.2,2174.4303,37.6,河南省
201207,1269.6625,11.0,22592.8376,15.8,2643.1264,28.5,河南省
201208,1492.9389,9.6,23771.404,12.1,3034.1794,23.7,河南省
201209,1743.975,7.3,24878.9782,10.7,3576.617,22.3,河南省
201210,1968.3845,8.3,25863.882,10.6,4127.5534,22.5,河南省
201211,2256.5976,9.4,27310.3922,10.6,4628.496,7.8,河南省
201212,2583.324,10.6,29129.5204,12.9,6842.6067,-3.8,河南省
201301,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201302,183.1851,30.6,19751.2492,18.3,524.8797,45.7,河南省
201303,444.3517,31.1,21374.8066,22.6,1092.5515,36.1,河南省
201304,711.4253,26.3,22670.6542,22.7,1383.3205,2.9,河南省
201305,1007.1538,31.9,24426.7805,24.4,1693.4587,-1.4,河南省
201306,1365.7112,29.8,25931.4381,20.1,2182.7982,0.4,河南省
201307,1622.4734,27.8,27142.2882,20.1,2642.8291,0.0,河南省
201308,1897.7871,27.1,28161.8819,18.5,2948.7982,-2.8,河南省
201309,2219.5502,27.3,29339.1292,17.9,3453.1179,-3.5,河南省
201310,2502.3472,27.1,30344.8585,17.3,3897.3837,-5.6,河南省
201311,2888.0286,28.0,32472.2373,18.9,4453.7447,-3.8,河南省
201312,3283.1471,27.3,34693.7175,19.3,6643.4716,-2.5,河南省
201401,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201402,232.4859,26.9,23601.6898,19.5,422.8143,-19.4,河南省
201403,539.0716,21.3,24813.479,16.1,1006.1541,-7.9,河南省
201404,824.4303,15.9,25447.9843,12.3,1435.0228,3.7,河南省
201405,1154.728,14.7,26419.9214,8.2,2054.458,21.3,河南省
201406,1566.4116,14.7,27523.9375,6.1,2726.488,24.9,河南省
201407,1878.5228,15.8,28608.4722,5.4,3097.2468,17.2,河南省
201408,2167.314,14.2,29462.3888,4.6,3867.3521,31.2,河南省
201409,2548.1906,14.8,30791.4742,5.0,4423.1436,28.1,河南省
201410,2914.3932,16.5,32306.2397,6.5,4931.7214,26.5,河南省
201411,3303.9368,14.4,34155.7967,5.2,5778.8237,29.8,河南省
201412,3707.5315,13.2,35889.2523,3.6,8036.676,21.7,河南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201502,267.1065,14.9,22579.8744,-4.3,418.908,-0.9,河南省
201503,562.3438,4.3,23713.3678,-4.4,793.5923,-21.1,河南省
201504,859.8172,4.3,24751.3337,-2.7,1215.8042,-15.3,河南省
201505,1211.5615,4.9,26116.296,-1.1,1649.4721,-19.7,河南省
201506,1684.612,7.5,27730.5283,0.8,2152.5014,-21.1,河南省
201507,2049.0941,9.1,29121.5773,1.8,2593.7708,-16.3,河南省
201508,2387.8978,10.2,30458.1909,3.4,3021.0307,-21.9,河南省
201509,2760.6242,8.3,31505.0355,2.3,3494.7032,-21.0,河南省
201510,3125.3243,7.2,32617.0639,1.0,4057.9049,-17.7,河南省
201511,3550.8896,7.5,33990.7972,-0.5,4715.7375,-18.4,河南省
201512,3976.686,7.3,35452.7642,-1.2,6424.7887,-19.7,河南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201602,303.2062,13.5,26522.0535,17.5,583.9382,39.4,河南省
201603,663.5739,18.0,27476.5712,15.9,910.2826,14.7,河南省
201604,1052.5728,22.4,28765.1557,16.2,1410.3638,16.0,河南省
201605,1490.3186,23.0,29911.6126,14.5,1811.6214,9.8,河南省
201606,2046.5753,21.5,31154.4857,12.3,2498.1361,16.1,河南省
201607,2498.5751,21.9,32575.2126,11.9,2769.7796,6.8,河南省
201608,2950.427,23.6,33669.4425,10.5,3211.9178,6.3,河南省
201609,3438.6361,24.6,35066.7586999999,11.3,3678.76459999999,5.3,河南省
201610,3959.8916,26.7,36402.1707,11.6,4160.2549,2.5,河南省
201611,4498.4087,26.7,37788.7767,11.2,4759.8802,0.9,河南省
201612,5094.4207,28.1,39092.568,10.3,6381.9445,-0.7,河南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201702,359.8937,18.7,28954.3321,9.2,421.957,-27.7,河南省
201703,793.7519,19.6,30107.6692,9.6,811.267,-10.9,河南省
201704,1242.7708,18.1,30912.9295,7.5,1090.3393,-22.7,河南省
201705,1723.5083,15.6,31930.7647,6.8,1346.4204,-25.7,河南省
201706,2357.6482,15.2,33413.5144,7.3,1787.7078,-28.4,河南省
201707,2823.3053,13.0,34419.8622,5.7,2080.7454,-24.9,河南省
201708,3342.1021,13.3,35377.3378,5.1,2315.2583,-27.9,河南省
201709,3881.249,12.9,36472.8724,4.0,2635.7642,-28.4,河南省
201710,4464.6287,12.7,37553.7,3.2,3040.9651,-26.9,河南省
201711,5026.6215,11.7,38676.1792,2.3,3527.4417,-25.9,河南省
201712,5634.204,10.6,40017.3558,2.4,5221.3493,-18.2,河南省
201801,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201802,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201803,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201804,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201805,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201806,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201807,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201808,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201809,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201810,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201811,0.0,0.0,0.0,0.0,0.0,0.0,河南省
201812,0.0,0.0,0.0,0.0,0.0,0.0,河南省
200801,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
200802,33.4311,29.1,1984.12,45.3,34.87,63.3,湖北省
200803,107.1711,24.6,3517.6818,33.3,125.5657,38.4,湖北省
200804,155.4873,30.4,4010.4694,32.8,232.2508,39.0,湖北省
200805,204.9656,33.4,4470.0936,34.1,299.6456,32.0,湖北省
200806,298.0644,31.5,5071.3073,32.2,548.1602,33.2,湖北省
200807,362.1621,33.4,5423.6628,28.7,639.5512,22.1,湖北省
200808,419.8986,35.2,5716.8908,29.1,742.4844,21.1,湖北省
200809,504.6798,36.2,6037.1826,22.5,832.9952,11.8,湖北省
200810,560.6606,37.0,6231.6148,21.8,890.8507,7.0,湖北省
200811,607.0551,34.4,6443.4786,21.4,993.019,2.4,湖北省
200812,746.7892,33.6,7390.3166,20.4,2249.9588,-1.1,湖北省
200901,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
200902,41.62,24.5,2191.59,10.5,95.78,174.7,湖北省
200903,134.8343,25.8,3981.9822,13.2,299.1793,138.3,湖北省
200904,190.899,22.8,4707.3115,17.4,416.3356,79.3,湖北省
200905,252.7821,23.3,5420.0137,21.3,522.9112,74.5,湖北省
200906,383.5328,28.7,6294.9239,24.1,814.0613,48.5,湖北省
200907,456.122,25.9,6731.0678,24.1,1006.925,57.4,湖北省
200908,542.559,29.2,7094.8766,24.1,1181.3218,59.1,湖北省
200909,630.2081,24.9,7430.3996,23.1,1362.4055,63.6,湖北省
200910,688.4796,22.8,7821.5946,25.5,1493.6168,67.7,湖北省
200911,750.5037,23.6,8034.374,24.7,1705.8899,71.8,湖北省
200912,930.229,25.3,8981.1631,19.9,2814.3342,21.5,湖北省
201001,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201002,59.4114,42.7,3275.7685,26.2,87.2103,-9.0,湖北省
201003,168.206,24.8,5052.1019,26.9,397.163,32.8,湖北省
201004,246.6639,29.2,5852.1541,24.3,543.6465,30.6,湖北省
201005,331.0217,31.0,6491.961,19.8,722.753,38.2,湖北省
201006,458.9963,19.7,7393.4561,17.5,1032.1457,26.8,湖北省
201007,569.2324,24.8,7948.2243,18.1,1216.6768,20.8,湖北省
201008,661.5297,21.9,8362.3854,17.9,1359.4834,15.1,湖北省
201009,813.1729,29.0,8979.6707,20.9,1722.5464,26.4,湖北省
201010,894.1077,29.9,9311.9238,19.1,1952.3447,30.7,湖北省
201011,991.8053,32.2,10101.5248,25.7,2179.6949,27.8,湖北省
201012,1190.6827,28.0,10919.359,21.6,3258.0591,15.8,湖北省
201101,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201102,91.754,54.8,5117.5286,56.5,149.2469,85.3,湖北省
201103,236.4333,40.3,6832.9686,35.0,431.5882,9.8,湖北省
201104,344.0145,39.6,7582.2533,29.5,615.237,14.8,湖北省
201105,454.2842,36.5,8388.4224,29.2,793.5694,10.7,湖北省
201106,652.8284,41.0,9194.1688,24.1,1040.2154,0.5,湖北省
201107,759.8214,32.4,9970.6378,25.3,1270.683,3.4,湖北省
201108,890.2712,33.7,10590.9006,26.8,1495.0518,9.6,湖北省
201109,1015.0722,24.1,11076.9125,23.6,1778.2351,3.8,湖北省
201110,1141.0972,26.9,11427.358,22.9,1988.287,2.3,湖北省
201111,1262.746,26.8,11726.2527,16.4,2282.5197,5.8,湖北省
201112,1496.5791,25.8,12817.8223,18.0,3728.9798,15.9,湖北省
201201,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201202,116.219,26.7,7624.103,49.0,284.1977,90.4,湖北省
201203,287.5955,21.6,9014.0029,31.9,591.4667,37.0,湖北省
201204,419.1044,21.8,9940.1909,31.1,804.3097,30.7,湖北省
201205,571.9956,25.9,10669.177,27.2,990.5453,24.8,湖北省
201206,859.9352,31.7,11798.5569,28.3,1288.7194,23.9,湖北省
201207,997.0981,31.2,12155.905,21.9,1436.6664,13.1,湖北省
201208,1166.2286,31.0,12711.9995,20.0,1731.4613,15.8,湖北省
201209,1344.1863,32.4,13391.6511,20.9,2113.4516,18.9,湖北省
201210,1510.7864,32.4,13888.6406,21.5,2381.6548,19.8,湖北省
201211,1668.466,32.1,14329.4516,22.2,2598.4019,13.8,湖北省
201212,1904.1498,27.1,14890.7474,17.4,3694.3372,-1.7,湖北省
201301,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201302,168.0814,44.6,9742.1595,27.8,416.8183,46.7,湖北省
201303,388.452,35.1,10741.3488,19.2,687.984,16.3,湖北省
201304,546.0685,30.3,11686.5263,17.6,830.8255,3.3,湖北省
201305,754.0569,31.8,12610.7788,18.2,1122.1074,13.3,湖北省
201306,1104.6024,28.5,13954.4564,18.3,1429.3606,10.9,湖北省
201307,1295.3975,29.9,14748.3327,21.3,1620.9124,12.8,湖北省
201308,1493.1953,28.0,15414.3038,21.3,1834.9555,6.0,湖北省
201309,1733.7323,29.0,16263.7115,21.4,2145.1809,1.5,湖北省
201310,1928.7367,27.7,16903.3343,21.7,2345.8278,-1.5,湖北省
201311,2146.8087,28.7,17529.1854,22.3,2600.5681,0.1,湖北省
201312,2474.9035,30.0,18829.0142,26.4,3534.356,-4.3,湖北省
201401,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201402,221.6719,31.9,13584.2559,39.4,346.18,-16.9,湖北省
201403,485.8004,25.1,14056.9313,30.9,570.751,-17.0,湖北省
201404,680.0008,24.5,14967.9379,28.1,751.8791,-9.5,湖北省
201405,935.9553,24.1,15934.805,26.4,967.271,-13.8,湖北省
201406,1384.0596,25.3,17193.6367,23.2,1272.8123,-11.0,湖北省
201407,1603.1577,23.8,17871.4545,21.2,1408.8515,-13.1,湖北省
201408,1838.8662,23.1,18703.1782,21.3,1582.2197,-13.8,湖北省
201409,2132.7715,23.0,19441.5828,19.5,1881.7541,-12.3,湖北省
201410,2369.7868,22.9,20255.9835,19.8,2074.7695,-11.6,湖北省
201411,2676.888,24.7,21074.5601,20.2,2395.8907,-7.9,湖北省
201412,3007.9889,21.5,22165.0274,17.7,3734.3265,5.7,湖北省
201501,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201502,239.075,7.9,15189.8373,11.8,201.5236,-41.8,湖北省
201503,505.9806,4.2,16087.8539,14.4,524.1214,-8.2,湖北省
201504,706.7891,3.9,16502.9056,10.3,643.4024,-14.4,湖北省
201505,943.481,0.8,17027.6684,6.9,781.9622,-19.2,湖北省
201506,1394.8805,0.8,17935.2123,4.3,1050.5205,-17.5,湖北省
201507,1635.9951,2.0,18620.8394,4.2,1272.1145,-9.7,湖北省
201508,1879.9361,2.2,19302.7331,3.2,1477.4996,-6.6,湖北省
201509,2180.0247,2.2,20308.8106,4.5,1800.116,-4.3,湖北省
201510,2483.4478,4.8,21054.8131,3.9,2033.2895,-2.0,湖北省
201511,2853.2827,6.6,21652.7461,2.7,2242.6952,-6.4,湖北省
201512,3202.5786,6.5,22671.1166,2.4,3049.8778,-19.2,湖北省
201601,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201602,256.3554,7.2,18273.9443,20.3,390.4776,93.8,湖北省
201603,576.9825,14.0,18894.5537,17.4,569.2952,8.6,湖北省
201604,823.4301,16.5,19608.7628,18.8,697.8834,8.5,湖北省
201605,1083.7035,14.9,20173.0466,18.5,850.5916,8.8,湖北省
201606,1562.8467,12.0,20501.984,14.3,1153.53,9.8,湖北省
201607,1855.6411,13.4,21007.6035,12.8,1457.5228,14.6,湖北省
201608,2159.1248,14.9,21439.1597,11.1,1651.696,11.8,湖北省
201609,2492.7568,14.3,22033.0178999999,8.5,1911.97199999999,6.2,湖北省
201610,2753.2604,10.9,22547.7905,7.1,2090.0737,2.8,湖北省
201611,3070.8888,7.6,23390.4175,8.0,2773.459,23.7,湖北省
201612,3434.8454,7.3,24286.5991,7.1,3582.2166,17.5,湖北省
201701,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201702,292.0244,13.9,17763.5689,-2.8,458.7198,17.5,湖北省
201703,618.6643,7.2,18360.4924,-2.8,760.8235,33.6,湖北省
201704,911.1265,10.7,19180.2205,-2.2,946.7414,35.7,湖北省
201705,1209.804,11.6,19791.3507,-1.9,1139.8092,34.0,湖北省
201706,1744.1571,11.6,20705.9271,1.0,1619.6255,40.4,湖北省
201707,2003.5131,8.0,21241.842,1.1,1882.6017,29.2,湖北省
201708,2305.144,6.8,21688.2821,1.2,2049.786,24.1,湖北省
201709,2670.4613,7.1,22195.949,0.7,2257.6487,18.1,湖北省
201710,2942.5918,6.9,22664.7304,0.5,2467.8169,18.1,湖北省
201711,3287.0516,7.0,23337.6732,-0.2,2692.0365,-2.9,湖北省
201712,3555.1843,3.7,23849.669,-1.8,3094.582,-13.6,湖北省
201801,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201802,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201803,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201804,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201805,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201806,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201807,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201808,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201809,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201810,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201811,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
201812,0.0,0.0,0.0,0.0,0.0,0.0,湖北省
200801,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
200802,47.6162,24.9,3351.68,35.2,116.37,76.1,湖南省
200803,118.6091,33.8,4592.6414,25.2,290.4242,29.1,湖南省
200804,178.3975,35.0,5451.6621,31.9,408.6886,38.6,湖南省
200805,254.5324,31.6,6121.3079,35.6,535.034,27.5,湖南省
200806,344.258,29.3,6619.4439,33.1,676.4143,22.2,湖南省
200807,418.4958,25.6,7070.9146,32.8,826.888,29.7,湖南省
200808,483.3344,23.8,7409.5435,35.0,943.1708,29.6,湖南省
200809,554.1652,19.0,7777.9498,29.2,1111.0835,26.9,湖南省
200810,622.4826,17.6,8067.9486,26.2,1320.3991,25.8,湖南省
200811,688.5663,16.8,8424.3515,27.6,1526.4706,26.0,湖南省
200812,769.3881,17.7,9026.9954,23.3,2146.4549,3.1,湖南省
200901,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
200902,59.53,25.0,4840.01,44.4,293.63,152.3,湖南省
200903,133.9935,13.0,6885.7155,49.9,550.9751,89.7,湖南省
200904,213.5532,19.7,7618.9095,39.8,714.4228,74.8,湖南省
200905,293.2289,15.2,8267.8366,35.1,843.9647,57.7,湖南省
200906,389.082,13.0,8751.2642,32.2,1000.2606,47.9,湖南省
200907,459.8195,9.9,8992.5538,27.2,1189.4205,43.8,湖南省
200908,545.1085,12.8,9765.6411,31.8,1379.2846,46.2,湖南省
200909,642.3581,15.9,10385.6973,33.5,1602.1424,44.2,湖南省
200910,733.0855,17.8,10807.053,34.0,1792.4577,35.8,湖南省
200911,831.8768,20.8,11460.8608,36.0,2138.3596,40.1,湖南省
200912,944.7471,18.0,12461.5983,26.6,2903.4915,14.7,湖南省
201001,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201002,80.1976,34.7,8276.2451,68.9,300.0204,12.7,湖南省
201003,180.5076,34.7,9473.0131,37.6,482.2117,-12.5,湖南省
201004,273.8434,28.2,10260.4765,34.7,632.8888,-11.4,湖南省
201005,367.0179,25.2,10606.6105,28.3,797.7608,-5.5,湖南省
201006,480.4136,23.5,11544.4514,31.9,1000.3174,0.0,湖南省
201007,583.9826,27.0,12158.0984,35.2,1114.3733,-6.3,湖南省
201008,688.7111,26.3,12580.1585,28.8,1260.6787,-8.6,湖南省
201009,805.5333,25.4,13067.8672,25.8,1472.2833,-8.1,湖南省
201010,908.2225,23.9,13510.2549,25.0,1648.1004,-8.1,湖南省
201011,1040.9567,25.1,14089.6348,22.9,1863.9838,-12.8,湖南省
201012,1207.5072,27.8,14895.2459,19.5,3202.9893,10.3,湖南省
201101,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201102,111.3442,39.7,11357.6167,40.5,404.6011,34.3,湖南省
201103,247.3229,36.5,12344.5553,30.1,685.2692,42.5,湖南省
201104,361.4982,31.2,13142.3469,27.6,843.1575,33.4,湖南省
201105,491.4855,33.1,13811.9898,29.6,1096.3622,37.6,湖南省
201106,655.9304,36.1,14413.6346,24.8,1352.7949,35.5,湖南省
201107,787.6626,34.6,14995.3607,23.4,1524.01,37.2,湖南省
201108,930.8135,34.7,15520.8089,23.4,1684.607,34.1,湖南省
201109,1086.2965,34.6,16229.61,24.4,1907.2905,29.9,湖南省
201110,1255.3028,38.1,16750.6876,24.3,2129.7501,29.9,湖南省
201111,1404.4371,34.9,17300.8707,23.1,2461.9354,32.7,湖南省
201112,1595.2136,32.3,17867.9413,20.7,3614.5148,12.9,湖南省
201201,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201202,132.9781,19.4,12960.9467,14.1,705.9218,74.5,湖南省
201203,273.1765,10.5,12631.2651,2.3,971.5058,41.8,湖南省
201204,396.5981,9.7,13133.1142,-0.1,1157.3804,37.3,湖南省
201205,531.2601,8.1,14080.0047,1.9,1452.738,32.5,湖南省
201206,695.4972,6.0,14637.743,1.6,1725.1804,27.5,湖南省
201207,821.6589,4.3,15208.8061,1.4,1938.837,27.2,湖南省
201208,964.6857,3.6,15943.3136,2.7,2150.7331,27.7,湖南省
201209,1141.8819,5.1,16323.8005,0.6,2370.6592,24.3,湖南省
201210,1296.4897,3.3,16962.7899,1.3,2619.6664,23.0,湖南省
201211,1498.2364,6.7,17755.7276,2.6,3003.3623,22.0,湖南省
201212,1732.3867,8.3,18707.2847,6.6,4263.7424,13.0,湖南省
201301,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201302,176.1529,32.5,13108.1616,1.1,581.8811,-17.6,湖南省
201303,315.4327,15.5,14012.639,10.9,851.4605,-12.4,湖南省
201304,435.2203,9.7,14662.0071,11.6,992.901,-14.2,湖南省
201305,597.7896,12.5,15478.2043,9.9,1213.3493,-16.5,湖南省
201306,815.8065,17.3,16592.0376,13.4,1509.8934,-12.5,湖南省
201307,983.1754,19.7,19860.0219,30.6,1833.5329,-5.4,湖南省
201308,1151.2551,19.3,20663.794,29.6,2109.9923,-1.9,湖南省
201309,1333.0841,16.7,21118.7863,29.4,2429.8006,2.5,湖南省
201310,1505.6812,16.1,21583.3679,27.2,2689.5861,2.7,湖南省
201311,1757.8982,17.3,22806.7842,28.4,3081.8165,2.6,湖南省
201312,1989.127,14.8,23733.1104,26.9,4280.0648,0.4,湖南省
201401,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201402,206.1423,17.0,15014.0993,14.5,524.1659,-9.9,湖南省
201403,356.073,12.9,15809.6097,12.8,782.9247,-8.0,湖南省
201404,498.888,14.6,16245.3731,10.8,965.6151,-2.7,湖南省
201405,675.3124,13.0,17338.7252,12.0,1147.9007,-5.4,湖南省
201406,909.1921,11.4,18344.8767,10.6,1418.3988,-6.1,湖南省
201407,1099.2753,11.8,19130.7351,-3.7,1610.9524,-12.1,湖南省
201408,1282.2391,11.4,19406.0285,-6.1,1862.9653,-11.7,湖南省
201409,1491.9239,11.9,20094.3767,-4.9,2145.6195,-11.7,湖南省
201410,1696.7072,12.7,20891.7752,-3.2,2376.2288,-11.7,湖南省
201411,1933.6305,10.0,21607.079,-5.3,2680.6845,-13.0,湖南省
201412,2163.1392,8.7,22230.4986,-6.3,3627.3485,-15.3,湖南省
201501,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201502,194.4751,-5.7,16409.6125,9.3,360.8721,-31.2,湖南省
201503,345.1364,-3.1,16917.8341,7.0,617.4026,-21.1,湖南省
201504,484.2743,-2.9,17468.5824,7.5,801.2818,-17.0,湖南省
201505,644.0145,-4.6,17950.7853,3.5,1001.599,-12.7,湖南省
201506,859.7575,-5.4,18653.8856,1.7,1227.4996,-13.5,湖南省
201507,1013.4237,-7.8,19154.3729,0.1,1416.2883,-12.1,湖南省
201508,1166.9163,-9.0,19667.4875,1.3,1569.3447,-15.8,湖南省
201509,1356.6626,-9.1,20449.7156,1.8,1881.7039,-12.3,湖南省
201510,1528.266,-9.9,21103.4975,1.0,2157.6227,-9.2,湖南省
201511,1725.4642,-10.8,21749.634,0.7,2700.5693,0.7,湖南省
201512,1937.6221,-10.5,22127.5893,-0.6,3560.9597,0.2,湖南省
201601,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201602,186.8976,-3.9,17531.2179,6.8,515.4047,42.8,湖南省
201603,360.1155,4.3,18107.7744,7.0,818.5547,32.6,湖南省
201604,511.8708,5.7,18657.5427,6.8,1213.0229,51.4,湖南省
201605,683.102,6.1,19180.2519,6.8,1471.6514,46.9,湖南省
201606,916.0228,6.5,19863.9453,6.5,1749.038,42.5,湖南省
201607,1073.1143,5.9,20284.3082,5.9,1983.062,40.0,湖南省
201608,1246.4455,6.8,20797.6179,5.7,2106.6733,34.2,湖南省
201609,1472.2385,8.5,21388.7118999999,4.6,2280.0291,21.1999999999999,湖南省
201610,1671.7804,9.4,21905.5278,3.8,2594.8556,20.3,湖南省
201611,1907.8614,10.6,22532.7612,3.6,2939.9563,8.9,湖南省
201612,2125.0606,9.7,23189.9049,4.8,3866.0398,8.6,湖南省
201701,0.0,0.0,0.0,0.0,0.0,0.0,湖南省
201702,200.2216,7.1,17910.3266,2.2,564.8243,9.6,湖南省
201703,367.8436,2.1,18411.3261,1.7,852.2518,4.1,湖南省
